"gene","Genotype.statistic","Diet.statistic","Genotype:Diet.statistic","Genotype.p.value","Diet.p.value","Genotype:Diet.p.value","Genotype.p.adj","Diet.p.adj","Genotype:Diet.p.adj"
"Dmbt1",525.309321203636,371.87021108364,484.683536354787,1.13519696590544e-114,4.6145532507167e-82,4.58277793557545e-106,1.14250479637346e-111,2.96048410343789e-80,7.37964730965714e-102
"Mt1",12998.1185097093,164.377377698709,428.226092219155,0,1.80165467067734e-37,4.50655345122252e-94,0,4.55448118711416e-36,3.62845151125182e-90
"Reg3g",211.352800960803,5656.15230092842,397.151655255938,1.26877428286171e-47,0,1.86791425369862e-87,2.29562609853058e-45,0,1.00263410757697e-83
"Sycn",199.132925772221,181.402504275927,364.707348376755,5.50388008738552e-45,3.7300985096473e-41,1.56139095552168e-80,8.77514663833356e-43,1.0631110849708e-39,6.28576963919139e-77
"Itprid2",44.176746619793,678.952770914565,347.11165219439,3.0832853765432e-11,4.80574326087625e-147,8.97977286771943e-77,6.27688298590078e-10,6.50309947310002e-145,2.89202564977772e-73
"Fth1",758.406317004436,259.985339755734,322.700342610802,1.11170892281985e-163,4.27325447530689e-58,1.49977835708773e-71,1.79018487841681e-160,1.77351074267698e-56,4.02515514736394e-68
"Mkrn1",269.207600886057,391.462606064926,283.065878809487,4.45439882465813e-60,3.04917376905179e-86,4.70720874582187e-63,1.13855848053127e-57,2.09832671807867e-84,1.08285974905671e-59
"Reg3b",187.397090134097,6834.86378097931,277.382550430848,1.88732349417002e-42,0,7.81473462773378e-62,2.78821745198347e-40,0,1.45709585354955e-58
"Cd63",12.8164974375252,111.48476775826,277.299145202543,0.000344449207548811,5.48655978371279e-26,8.14373885732223e-62,0.00198662807634617,8.9062572779362e-25,1.45709585354955e-58
"mt-Nd4l",4.86078026297989,15.4667934292571,273.396687093981,0.0274860761982069,8.42713930966728e-05,5.60929722521901e-61,0.0834480175376558,0.000322027110354941,9.03265132177017e-58
"Mtdh",48.28309326074,181.433278652418,265.901604472951,3.81102887041957e-12,3.67338164300906e-41,2.28636257304003e-59,8.58307662942186e-11,1.04880256378324e-39,3.3470269557876e-56
"Lgals2",351.772033117067,309.377893461735,249.970403589126,9.05879885411519e-78,1.07072808288084e-68,6.08808100610781e-56,3.55789848653212e-75,5.4736299424223e-67,8.16969737011284e-53
"App",21.0426363275432,2.76382897593046,229.068027065346,4.52099529678648e-06,0.0964340311881624,1.92470005463373e-51,4.00669164910031e-05,0.174578662644517,2.38411115228977e-48
"Atp6v0a1",42.2606766219717,558.605258216095,226.238360945895,8.19078756194839e-11,1.03820764542999e-121,7.83515342020384e-51,1.5480780764091e-09,1.05811757685817e-119,9.0121053946816e-48
"Atp2a3",37.4753574517216,10.8330231979566,225.403440056582,9.44266782690705e-10,0.000998909498479079,1.18567222775025e-50,1.55954133350445e-08,0.00315153598236846,1.27285865889748e-47
"Fdft1",0.636835753624424,0.0397822090103388,206.388450044663,0.424869109811677,0.841909188812749,1.49448296086842e-46,0.602259443248013,0.890168330101885,1.50410369492901e-43
"B2m",1291.22136251903,555.433325869047,205.227097705832,1.81754638966714e-273,4.85594151136212e-121,2.66147286873366e-46,7.31698737820247e-270,4.91793875204177e-119,2.52104103560106e-43
"Hgfac",52.7095113868196,352.94977837765,194.860825491044,4.01928170199378e-13,5.07414027192315e-78,4.60528563450378e-44,1.01925186216072e-11,3.0262548443992e-76,4.11993969846746e-41
"Muc3a",201.357784753239,2125.27924990297,180.909195961857,1.82103300495844e-45,0,4.76858111497619e-41,2.96202974533796e-43,0,4.04149798391903e-38
"Rsrp1",28.5527445908191,1.06916378033297,179.280229776278,9.22514217496842e-08,0.301147817619144,1.07313472892415e-40,1.11609665246819e-06,0.432757053301321,8.64034426993276e-38
"Trir",25.8411931513263,306.582263414457,176.622852960944,3.74278915432155e-07,4.25405290664783e-68,4.0310364074767e-40,4.06406835819554e-06,2.15418282879717e-66,3.09103710807606e-37
"Msmo1",0.508572186325117,153.3893506185,175.566122045602,0.475766526453574,4.32753374925451e-35,6.82357773067956e-40,0.648710277348172,1.01141184273215e-33,4.99454873623332e-37
"Ppif",9.73473823323128,2.12847594214657,172.04427871887,0.0018109360249561,0.144601299152783,3.94472604081008e-39,0.00852924914006086,0.24356848538256,2.76182275805064e-36
"Tpt1",48.3495925562893,63.3492014253185,166.307646963306,3.68427967396984e-12,1.82983881106423e-15,6.88209736309275e-38,8.30923747758212e-11,1.81440236296597e-14,4.61760057657844e-35
"Lgals4",141.877117175744,10.5730528171185,158.086876606166,1.35842176167859e-32,0.00114951894518215,4.15166445426046e-36,1.2571646912822e-30,0.00359570776500936,2.67417010827825e-33
"Rnf213",100.665613148395,37.7645302888956,157.225758107573,1.25025635180347e-23,8.14406262573722e-10,6.37977202053775e-36,7.29452102648232e-22,5.50793114079154e-09,3.95128726333536e-33
"Selenop",91.6865433543244,57.0959663026855,154.7415591733,1.13907825972481e-21,4.34223640090504e-14,2.20370065386718e-35,5.91696039237054e-20,3.96389074624568e-13,1.31430339367493e-32
"Aldoa",60.0318095224406,5.76426613491582,144.477462021495,9.81046088226429e-15,0.0163650489690277,3.7052719063957e-33,2.87755649521133e-13,0.0386006127945295,2.13092833959607e-30
"mt-Co3",7.74482963725,20.6775260705335,144.115084961367,0.00539207396341353,5.46922675226006e-06,4.44056968687321e-33,0.0217943190343494,2.48928655714086e-05,2.46574116095584e-30
"Scd2",0.403215438695082,1202.42247414843,142.770110572404,0.525441118445614,2.22648106909196e-255,8.69479096850528e-33,0.690313970003241,8.1484146944518e-253,4.66707396552802e-30
"Ywhah",9.76307428361492,1.22800727138387,142.445120613533,0.00178324992293091,0.267809223474431,1.0227711277868e-32,0.00841854984138271,0.395427464295688,5.31280111959706e-30
"Ndufb6",39.1200205398056,10.3978222125823,137.734568171699,4.07210324602103e-10,0.00126381312866006,1.07691068559181e-31,7.02067222384118e-09,0.00391218431580412,5.41921649065156e-29
"Ceacam1",120.862182174535,60.5550110290581,137.13318517961,4.99450664199064e-28,7.52702798820092e-15,1.45459652613617e-31,3.7062921869113e-26,7.14668229327827e-14,7.09799026071842e-29
"Rnase4",756.445158268863,1383.06499527016,136.721088543498,2.85603124213207e-163,4.33236083765905e-292,1.78737325497206e-31,4.18097009927753e-160,1.88551369104929e-289,8.46531515435738e-29
"Gpr20",57.1056672042315,353.896118547033,131.584336290676,4.32093551662944e-14,3.18510175108631e-78,2.33245835396348e-30,1.19553306914577e-12,1.92818396608056e-76,1.07313076782497e-27
"Dsp",21.2808346889383,169.080016547265,130.694772600711,3.99316199069235e-06,1.72806106005042e-38,3.63975277615834e-30,3.5763007528431e-05,4.50274550970742e-37,1.62808163762438e-27
"Zg16",78.586863553175,184.794115790669,130.293763299517,8.33221674527491e-19,6.89388282486667e-42,4.44833452552246e-30,3.50322940598334e-17,2.00745379979797e-40,1.93598732066184e-27
"mt-Co2",2.06657206438182,17.7570426236409,129.360499115489,0.150576382323483,2.52167232714811e-05,7.09542823363103e-30,0.304729355857113,0.000104628934511894,3.00678107489896e-27
"Clca3b",2.4027559421287,211.905607753646,125.984001851524,0.121138676738054,9.64130268159034e-48,3.84419915933273e-29,0.260092814868384,3.1879650324774e-46,1.58725997596756e-26
"Shoc2",332.651161931085,29.0256482515987,125.487352386508,1.11203288442103e-73,7.22925126198028e-08,4.92910721465781e-29,4.06978762223452e-71,4.10192505537944e-07,1.98433533694087e-26
"Plac8",6.86190117059131,80.63537734208,125.276071132773,0.00881241268991687,2.96750349920559e-19,5.47896782614943e-29,0.0327803838174478,3.67299837415124e-18,2.10066235486867e-26
"Tmsb4x",211.090602391043,1872.92363724407,125.27769204449,1.44526080818211e-47,0,5.47452414479822e-29,2.58589275490627e-45,0,2.10066235486867e-26
"Erbin",14.789320520902,35.5241863162861,124.646791545184,0.000120614101073552,2.56438349777954e-09,7.50765999020644e-29,0.000786017349084341,1.65441776701698e-08,2.81153136796033e-26
"Sema4g",123.086719139295,738.713336517279,123.109885188997,1.63948850003336e-28,1.45432773525503e-159,1.62058185392371e-28,1.25717539600177e-26,2.18869528231886e-157,5.93096127130306e-26
"Vsig2",740.934200411982,564.588569720068,121.926386974928,4.99103642521267e-160,5.65956348188042e-123,2.93114542693552e-28,6.69755496293331e-157,5.87973875798196e-121,1.04889410688762e-25
"Cmpk1",32.5395389012861,11.5678398856157,120.363259561706,1.18562415233831e-08,0.000672431355485462,6.41230214945068e-28,1.64116393574972e-07,0.00219104858708668,2.24472394592618e-25
"Casp14",394.776942865019,1503.4306929176,120.272409648064,5.99187589712549e-87,2.29555522435094e-316,6.71081970793696e-28,2.68019937698366e-84,1.15516643055848e-313,2.29924105865764e-25
"Ifngr2",94.7624878952948,9.26872145137867,120.2268348855,2.42638975629967e-22,0.0023342537808069,6.86576657991724e-28,1.3289848382889e-20,0.0068492144009354,2.30332165075849e-25
"Irf7",89.358459298471,18.3118915517807,119.34024189989,3.67357189081927e-21,1.88468316860953e-05,1.07041534275716e-27,1.8428513444817e-19,7.95519084249523e-05,3.51773433967725e-25
"Sprr2a3",1.51189628501183,330.11386614692,119.203465092299,0.218865476131363,3.88226458249277e-73,1.14632466697798e-27,0.393809733222994,2.1631870786118e-71,3.69185322246928e-25
"Preb",36.392088978728,0.212574536210252,118.06583085301,1.64402885696467e-09,0.644762328158298,2.02681953213406e-27,2.59292817666033e-08,0.740186828163932,6.39958331881467e-25
"P4hb",110.377801418398,72.6615791885958,117.012594541871,9.55805565244911e-26,1.65482366043476e-17,3.43551062156178e-27,6.38644689507834e-24,1.86347030797069e-16,1.06388514498095e-24
"Cyb5b",0.733773406221848,11.5402710414284,115.602040625269,0.391673819178551,0.000682469907047702,6.96568482576928e-27,0.572363922100209,0.00222106162352246,2.11638533489364e-24
"Hint1",23.4323852503085,80.1357870684017,114.413704243211,1.30417979226656e-06,3.81700043989257e-19,1.26362482628239e-26,1.29079331253033e-05,4.70636738771746e-18,3.76817603289358e-24
"Naaladl1",293.620117237203,240.873031302747,110.101223679514,2.5590239779791e-65,5.52283357614652e-54,1.09801105724077e-25,7.77508738064103e-63,2.09256915474559e-52,3.21477673722693e-23
"Krt18",35.5212512655945,61.8881822418043,108.14007946356,2.56824301493963e-09,3.83271505930513e-15,2.93627747596696e-25,3.92003955161827e-08,3.7157261047556e-14,8.4433707491957e-23
"Hnrnpf",1.39452553219521,2.34453608741286,107.999218811159,0.237657395815726,0.125739952713961,3.15126330313281e-25,0.418113956606647,0.217158993838794,8.90259525795573e-23
"Cd74",6.26354155366581,3660.30330686903,107.681585460467,0.0123332480239032,0,3.69560680626967e-25,0.0434673436044898,0,1.02604062760966e-22
"Mapk6",9.79080761273495,8.60396463496812,107.615190436339,0.00175656807107053,0.00335840319090944,3.82077322096403e-25,0.0083120821770346,0.00950445809898324,1.04281205385057e-22
"Ndufa6",11.9961019623486,3.90668422155064,105.521132781549,0.000534316468986833,0.0481091135941691,1.09257611640728e-24,0.00292656397962414,0.098063424836317,2.93229220041774e-22
"Mrfap1",212.000089743211,12.436659832559,105.444612738652,9.19930547018871e-48,0.000421999072263933,1.13534568085416e-24,1.68336836348237e-45,0.00142791575134821,2.99712647521223e-22
"St3gal6",6.74923848327096,364.131712176525,105.178086122765,0.00938614564132172,2.07227505198226e-80,1.29782168786853e-24,0.0345080144434255,1.29843755494437e-78,3.37077784512046e-22
"Arpc2",0.000429566745245733,2.78594972416962,105.112272307807,0.983464456653081,0.0951110951543742,1.34140168876245e-24,0.991882925214364,0.172591161288133,3.42866530065741e-22
"Btg1",33.9501774639663,40.1782217335266,105.056040474899,5.74728574102629e-09,2.37136584125702e-10,1.37979455041973e-24,8.30031769396828e-08,1.67998698379946e-09,3.47169244459515e-22
"Ica1",6.79255633752251,37.5705072135811,104.166181438847,0.00916115419675211,8.99396584047423e-10,2.15660041183069e-24,0.033779508069827,6.04970058183611e-09,5.34272868180149e-22
"Chka",3.36814754218709,7.34203360271542,102.950771021354,0.0664843769383425,0.00674221614224977,3.96937540569036e-24,0.167621406268691,0.0177517832797005,9.68467456936848e-22
"mt-Atp6",4.772503330149,2.35319370770901,102.897536213811,0.0289301595480969,0.125043599139241,4.07688168155681e-24,0.0869308376941603,0.216141807314211,9.79851130121034e-22
"Chp1",36.7770570012358,199.027615753685,102.316337148838,1.34992146932092e-09,5.79972822913226e-45,5.45812426371991e-24,2.16943966272204e-08,1.7994802249271e-43,1.29253198556885e-21
"Eif1",20.5974690843827,75.1720746982274,101.313785123262,5.7025025583926e-06,4.66227750760873e-18,9.02919059285845e-24,4.95560705330793e-05,5.40898088652907e-17,2.10720371183768e-21
"Mmp15",60.2479990072932,22.4282071860293,99.6079004485398,8.79308684255989e-15,2.19751900737958e-06,2.12661594971174e-23,2.58857545568084e-13,1.05948049628244e-05,4.8921280911726e-21
"Crebzf",13.5998479380242,5.8583954052281,98.552059798902,0.00022684615745492,0.0155124141204922,3.61415797053367e-23,0.00137949534497605,0.0368860701085735,8.19701208443715e-21
"Mapk3",4.92418558589709,109.302200170341,97.3326465557907,0.0264952752133865,1.63923864592764e-25,6.66887106039987e-23,0.0811128168747457,2.61353068469037e-24,1.49151153730027e-20
"Aim2",7.29307430749393,353.745009230834,97.1556867681929,0.00692834373032119,3.43095952448853e-78,7.28894391268921e-23,0.0268966053735203,2.06924124430108e-76,1.60786114830184e-20
"Atoh1",770.562171271429,1.8334973580883,96.0945220210668,3.2140727661014e-166,0.175731426609505,1.24231269795146e-22,5.75069041694786e-163,0.283632671413537,2.70337315879897e-20
"Smpdl3a",51.3443456080542,83.6539943546427,96.0470769283309,8.03983604337967e-13,6.48665036227866e-20,1.27228743706621e-22,1.96756048338211e-11,8.27690418254938e-19,2.73168594654362e-20
"Gna14",4.88363522092906,15.5451697061567,95.8184947811029,0.0271245661125441,8.08515292831129e-05,1.42715647258171e-22,0.0825372048583328,0.000310284122031927,3.02388166815569e-20
"Lgals9",3.95111206880313,1.35546727685016,95.4214986075501,0.0468550080944908,0.244339488766658,1.74227742774811e-22,0.127825581315715,0.369307188624882,3.64362252195166e-20
"Oas2",95.9299727782272,62.8946902084391,95.0458657236734,1.34940440922203e-22,2.3029681121037e-15,2.10428916587333e-22,7.49291696610426e-21,2.26956520864173e-14,4.34427800487926e-20
"Zscan25",39.8807964406545,57.41002669318,94.7675974532161,2.76047101464857e-10,3.70318821387175e-14,2.42016644388144e-22,4.82647825720803e-09,3.39013301921415e-13,4.93315699314212e-20
"Dap",50.8487419191781,5.58479038497553,92.9972949517481,1.03418226716118e-12,0.0181273048568911,5.89286694950137e-22,2.49302949821803e-11,0.0422253710560563,1.18616045609776e-19
"Usp18",119.661697436154,1.09983675342517,92.0534513776353,9.11218943768622e-28,0.294315528689299,9.47166111883031e-22,6.66970847795733e-26,0.425785909303124,1.88298961724104e-19
"Ndufa1",5.11384288919752,13.5588546939557,88.6427079001109,0.0237471621027934,0.000231850908806811,5.26592074231533e-21,0.0741949071286927,0.000826909232450958,1.03411124040858e-18
"Txnip",3.55819987586213,0.849983705008547,88.2706883901725,0.0592674915208538,0.356568878768876,6.34987522177247e-21,0.153440134340051,0.482206936637718,1.2319522975446e-18
"Isx",70.0651592379626,2475.70305529525,88.2034284306587,6.13862269807101e-17,0,6.56844987323965e-21,2.22662138396821e-15,0,1.25918747986641e-18
"Pcsk9",4.70524094529691,89.3743037979758,87.7322733478973,0.0300833828433945,3.64440697888295e-21,8.32578000181884e-21,0.0896931519954049,4.97338013397899e-20,1.57729453375634e-18
"Cma1",217.128139452902,928.558586807742,87.5654550998795,7.20775818534245e-49,4.51977520858978e-199,9.05486450475583e-21,1.43292012417987e-46,1.02509774906931e-196,1.69547073395445e-18
"Dhrs9",11.5408870562494,9.74865161951424,87.0541536202159,0.000682243954268716,0.00179728774863345,1.17119774752517e-20,0.00361946474698586,0.00540562656261571,2.16779279636756e-18
"Tkt",8.79779509955132,42.8422227568726,86.84403552857,0.00301977142022754,6.08830684300703e-11,1.3018347412491e-20,0.013213961733675,4.5158915289241e-10,2.38220964071981e-18
"Edem1",50.4808654954142,42.928457678849,86.7070114292005,1.24675036579627e-12,5.82634929859264e-11,1.39478163629247e-20,2.96112406200846e-11,4.33156522415684e-10,2.52361445946266e-18
"Hoxb13",424.426429121114,4172.9239625706,86.6249429544992,2.89979209851573e-93,0,1.45359989294705e-20,1.61018455732409e-90,0,2.60081323068071e-18
"Rassf6",14.5333824688033,301.051456035373,86.0062938457919,0.000138140837160045,6.52239761475653e-67,1.9846263257135e-20,0.000886247769238327,3.22178431872467e-65,3.5119162332928e-18
"Tspan3",22.8306114949242,3.68751550778172,85.2805121516068,1.78272478524946e-06,0.0548364583414384,2.85989874506698e-20,1.70774641385318e-05,0.109394386604582,5.00575537954496e-18
"Arglu1",34.9115932931648,0.395896254656911,85.2425332282272,3.51023357754593e-09,0.529223958683058,2.91510544230905e-20,5.2338232684465e-08,0.64407507196618,5.04752074596802e-18
"Cacng6",149.605602951445,691.872801653248,85.1087474606929,2.86126541060535e-34,9.37063411928017e-150,3.11820953353625e-20,2.81602750378181e-32,1.30082173467904e-147,5.34175831048237e-18
"Lamp1",42.5093668421708,59.3039032300424,83.5389272429367,7.21487159402729e-11,1.4184251795713e-14,6.8736315991292e-20,1.38310806284073e-09,1.33183094266102e-13,1.16511673306082e-17
"Eef1a1",6.32701483047916,2.43459522396076,82.8943314816818,0.0118995691781544,0.118701502429299,9.50983017029176e-20,0.0421417995328392,0.207360630681167,1.5951749503355e-17
"B4galnt1",199.835619601644,2249.52869799647,82.8132936794389,3.88103117407076e-45,0,9.90600718679306e-20,6.24962449960614e-43,0,1.64449931679308e-17
"Srsf6",6.58209049760863,62.1028584425497,82.7891679649061,0.0103087316319486,3.43809413998813e-15,1.00271116760733e-19,0.0373540741379991,3.34321436812976e-14,1.64761815632457e-17
"St6galnac6",7.16182104227788,424.179245083948,82.0194236763034,0.00745366557576848,3.27318684550549e-93,1.47761432880917e-19,0.0284895268850225,2.42894598033064e-91,2.4034367208903e-17
"Gabarap",25.5332406262961,1.26516337808841,81.8549738336039,4.38937290453585e-07,0.260690473670853,1.605234654826e-19,4.73423120440327e-06,0.387224305647242,2.58490936466632e-17
"Oas3",7.4936659141467,3.60055121910888,81.2875961348997,0.00619750905848982,0.0577758524907926,2.13636348893108e-19,0.0245748555451518,0.114239262359926,3.40612487745121e-17
"Atp1b1",621.345011786473,692.756399707882,81.2390181215611,6.13922745339033e-135,6.11648765601004e-150,2.18929444709867e-19,7.06142712013889e-132,8.63980708111663e-148,3.4562949491794e-17
"Magt1",31.7390831336933,110.795241157484,81.1401062163709,1.78883486011883e-08,7.75278181964903e-26,2.30115958380169e-19,2.41252996252039e-07,1.2509323210602e-24,3.59762842504452e-17
"Arhgef38",0.127881061370085,134.366641170211,79.693539557632,0.720643271795902,5.80066257609933e-31,4.76994464762489e-19,0.836663201566648,1.17790755943162e-29,7.38561717891381e-17
"Acsl5",0.00782310831162914,47.1335344681099,79.582902959579,0.929521294541046,6.83987847710086e-12,5.0434628161651e-19,0.962619845349523,5.41241096396831e-11,7.73475064082919e-17
"Bcl2",9.26256660514398,12.9260614664385,79.3409476671696,0.00234210734447311,0.000324875334075073,5.69755406893811e-19,0.0106569524069089,0.00112407982479822,8.65544463887834e-17
"Far1",0.594416500751133,23.5036841510439,79.2324674878567,0.4407261204059,1.25678981354669e-06,6.01774313785598e-19,0.616648945772544,6.25984731442697e-06,9.05642221952289e-17
"Oasl2",64.4202354857669,43.426083594563,79.1377220625624,1.06441951898829e-15,4.52059506580073e-11,6.31208546166424e-19,3.4280695028537e-14,3.38739610724007e-10,9.4114363138129e-17
"Actr2",79.5704492271445,9.26178237980703,78.9195452801957,5.07521747218503e-19,0.00234310993734524,7.04582782901606e-19,2.18165387209418e-17,0.00687269568689807,1.04090794064813e-16
"Trabd",66.9495808484318,17.6314500314869,78.1159544330683,2.96281603635812e-16,2.69361819112867e-05,1.0564707399235e-18,9.9603813431054e-15,0.000111332992124602,1.54657712045347e-16
"Fasn",0.0952139623677869,79.5406982216364,78.0680631367242,0.757653919979686,5.15188890376468e-19,1.0822882852198e-18,0.860705543099322,6.29923060116345e-18,1.57009804116166e-16
"Actg1",73.2943401819821,21.1577192746451,77.3080227897264,1.20242535713106e-17,4.25776368341392e-06,1.58767946631757e-18,4.6211588367259e-16,1.96962851462265e-05,2.28271450411713e-16
"Srebf2",50.5721029769453,46.4153737741032,77.2834885775738,1.19026650538013e-12,9.85827888450351e-12,1.60744205984115e-18,2.84374800239409e-11,7.70994972691404e-11,2.2906760610285e-16
"Clca1",67.4721889708043,62.1517257752855,77.0546057499144,2.27506553194228e-16,3.35410359316625e-15,1.80408672785009e-18,7.77821236961074e-15,3.26548549944112e-14,2.54835162969913e-16
"Tmcc3",298.756427780311,17.6073778424138,76.926824574999,2.02535155254592e-66,2.72789668288474e-05,1.92415798702469e-18,6.52284721012938e-64,0.000112634154575623,2.69432313609205e-16
"Srsf1",37.4311212767915,43.6027657591296,75.6068941193588,9.65884103239845e-10,4.13119592929199e-11,3.74405663981343e-18,1.59360980681058e-08,3.10427662386322e-10,5.19746069576859e-16
"Srsf11",0.925593450074761,9.99099365347652,75.093294473065,0.336023066823671,0.00157559413091609,4.85129229823856e-18,0.518789975557198,0.0047946140572783,6.67695383577227e-16
"Lgals3",62.7129874894924,13.1644075401244,74.735279849533,2.52475505407263e-15,0.000286079154796515,5.81160041163383e-18,7.78853077312867e-14,0.00100189922350767,7.93086452784234e-16
"Abhd17c",0.904071094333821,22.3418257596568,74.6876466716538,0.341704768309982,2.29848932491128e-06,5.95295067091757e-18,0.52444451811815,1.1038644079644e-05,8.05549282804921e-16
"Mptx1",3.47193775637757,3336.23622043626,73.905556367851,0.0624338636133865,0,8.83295248663839e-18,0.159712170410391,0,1.18530861576948e-15
"Eif3h",17.6640772312476,37.892609151654,73.8470894169462,2.64784737034155e-05,7.62757122560188e-10,9.09742591761288e-18,0.000200074688290317,5.16730245880804e-09,1.21070950042413e-15
"Pdlim1",0.598016736646392,11.8395570636992,73.6691597392242,0.439345538291837,0.00058112667520123,9.95202922383207e-18,0.61569604151521,0.00191642081727737,1.3135862835358e-15
"Vmp1",13.3573292388891,30.0218348773312,73.452053276953,0.000258121287475758,4.32741548872425e-08,1.11043320204322e-17,0.00154690252780876,2.51749897452769e-07,1.45376470345545e-15
"Slc1a5",1.0726748226584,164.593502984819,73.0762176023104,0.300355481830155,1.61760154831442e-37,1.34234978608906e-17,0.491606698852823,4.10855484739858e-36,1.74321440366065e-15
"Myrfl",85.5307751738004,137.351622507746,73.0576725093779,2.52136232264573e-20,1.30412105154239e-31,1.35497248398489e-17,1.20122773614095e-18,2.72376929870131e-30,1.74552975276869e-15
"S100a6",19.7444371414927,507.833177295785,72.7467443043175,8.90289001181777e-06,5.6854800521324e-111,1.58519749901919e-17,7.37086055837026e-05,5.17250199319141e-109,2.02590756561159e-15
"S100a10",10.537578384919,128.984312912273,72.6524784550564,0.00117178068361113,8.56491169903809e-30,1.6624425277968e-17,0.00582111142568031,1.6557115617e-28,2.10789858465448e-15
"Pcyt2",16.871772163324,45.3833633578666,72.5530479571765,4.01625938815395e-05,1.66735016442087e-11,1.74800427713668e-17,0.000292245029044026,1.28220342395746e-10,2.19907131833843e-15
"Cdhr5",1.86160363577784,64.9005902088644,72.3916732626256,0.172456301720857,8.3484240148537e-16,1.8963478557872e-17,0.334062772357869,8.44438893914505e-15,2.36720073811947e-15
"Letm1",3.21565235099465,28.7550597433083,72.1637271995316,0.0729533162236759,8.3113095606827e-08,2.12759579247393e-17,0.179628020053494,4.68781148356125e-07,2.63543654201597e-15
"Rtp4",71.4775632327769,0.652414374618717,71.9047394706433,3.00835051736687e-17,0.419261104085239,2.42475870702188e-17,1.12921837718319e-15,0.544344288498818,2.98060224879186e-15
"Arhgef5",23.9782531076391,0.864828548556219,71.2962683340867,9.82456135802555e-07,0.352403016705771,3.29671076022163e-17,9.94000590521031e-06,0.477994085075222,4.02173737665523e-15
"Mthfsd",8.47390291005471,1.22634724617605,71.0582606306836,0.00360704184205629,0.268132877977297,3.71767339651803e-17,0.0154767372189268,0.395723923936249,4.50118005294209e-15
"Gsdmc2",392.201232527495,136.188528464377,71.0125066253418,2.12175114759429e-86,2.33264267403191e-31,3.80456074639222e-17,9.23420506208403e-84,4.81571089486357e-30,4.57200311187716e-15
"Eif3f",27.5649427063901,12.3359952062382,70.613442363876,1.53573331689294e-07,0.000445358166800903,4.65392154941442e-17,1.79072509789478e-06,0.00150002145157811,5.55126657112743e-15
"Bace2",100.456226932504,386.286518451622,70.5710169285564,1.38887735693912e-23,3.87261947343803e-85,4.75470331251743e-17,8.07404046165726e-22,2.60923813308672e-83,5.62977848834325e-15
"Sct",48.449542085579,895.253736678084,70.2059994068886,3.50166520634693e-12,3.60951370889215e-192,5.71715180379297e-17,7.93070531895987e-11,7.54857133172602e-190,6.71443344714032e-15
"Apol7a",44.9456489566533,0.0793342049388601,70.193224504344,2.0838224960218e-11,0.778204837394008,5.75415646590924e-17,4.3863782553515e-10,0.843640265016542,6.71443344714032e-15
"Vps53",13.6353256472351,3.31571528520075,70.1681587011965,0.000222602738798945,0.0686364755867713,5.82746161248817e-17,0.00135830689764282,0.131970527328212,6.75105139179115e-15
"Wfdc2",144.748174393996,739.645096196453,69.6705173291635,3.23660880202221e-33,9.28511588724842e-160,7.49265086140169e-17,3.06583009052727e-31,1.41054925596567e-157,8.61815405865367e-15
"Sytl1",12.6969175378351,211.818331516336,69.1911897736271,0.000367173168868198,1.00684396747064e-47,9.54524605903968e-17,0.00209964117126583,3.32237877216796e-46,1.09012125736678e-14
"Tceal8",34.5580817975329,29.3522882429305,68.8007820737922,4.20776223578134e-09,6.10931474310177e-08,1.16262961034918e-16,6.18790824500338e-08,3.49354741861392e-07,1.3184383532009e-14
"Ifngr1",0.179483520111972,0.261205778137244,68.4852454132112,0.671822359166198,0.609299029325189,1.36356322434496e-16,0.802987425694006,0.712592004073881,1.53548661549838e-14
"Map1lc3a",48.4375974135174,36.162526346982,68.3452402764711,3.5230032376282e-12,1.84912360569266e-09,1.46351257914155e-16,7.96782600218075e-11,1.20601204627254e-08,1.63659326818863e-14
"Casd1",5.16495068522881,8.47773119326703,68.3184921818198,0.0230584444895289,0.00359946240621924,1.48342601078902e-16,0.0724145488270653,0.0101173229407136,1.6474213139128e-14
"Impa1",3.83039169035981,0.310247939476616,68.2613600631479,0.0503460714343365,0.577534766488058,1.52687234239404e-16,0.135142988549278,0.686501981601624,1.68405652942269e-14
"H2aj",0.022057660399785,0.377101640538659,67.9891361858262,0.881935417695257,0.539165979171348,1.75202752340419e-16,0.935209569846893,0.652452826527107,1.91924484417536e-14
"Pitx2",67.3582495156747,78.8031501437826,67.9228960986196,2.40991609512921e-16,7.47157106685754e-19,1.81166383228378e-16,8.21143617090563e-15,9.03263580252304e-18,1.9711636953558e-14
"Kif1c",3.29216888724722,108.062780786305,67.827246376998,0.0696270803284594,3.05236977646079e-25,1.90137954461915e-16,0.173373260326145,4.82358297451895e-24,2.0548936112082e-14
"Luc7l2",0.128971338780643,6.05589688561684,67.732827780435,0.719505050487282,0.0138689304320243,1.99429933130781e-16,0.835825224795187,0.0334980331103776,2.13197396257592e-14
"Ddx60",22.3851086516131,5.61475747161089,67.727990124119,2.24732760505095e-06,0.0178199703422951,1.99918070141566e-16,2.10889955851605e-05,0.0415756277052996,2.13197396257592e-14
"Misp",5.07959505734073,62.9351624022952,67.6346556658842,0.0242205895359808,2.25628504826466e-15,2.09573403576242e-16,0.075390772126215,2.22764918039276e-14,2.22023718275541e-14
