"gene","Genotype.statistic","Diet.statistic","Genotype:Diet.statistic","Genotype.p.value","Diet.p.value","Genotype:Diet.p.value","Genotype.p.adj","Diet.p.adj","Genotype:Diet.p.adj"
"Rnase1",0.000507468606526798,2.08380052562094,2.22012265389341,0.982027764731242,0.148885919249495,0.136239155155704,0.991323539083951,0.249000994725896,0.338193173342424
"Snai3",0.029796741356251,0.418058703205247,2.21893829498801,0.862954105801128,0.517915266496579,0.136343698153574,0.923563825386461,0.634605808582743,0.338356482972395
"Cnksr2",1.53305758173507,8.77695595343581,2.21890127298488,0.215669727827456,0.00305444909404585,0.136346967522069,0.39015073411545,0.00873327304002493,0.338356482972395
"Lexm",2.08055100007079,1.71182068157876,2.21794402219714,0.149203115397717,0.190765447428795,0.136431531675118,0.302634811342668,0.303030727286563,0.338514168653995
"Pwp2",0.421391852392985,0.182527775313227,2.21706346977496,0.516251349996981,0.669214784307072,0.136509372113579,0.681968456849991,0.760022968594173,0.338655125426738
"Ackr3",4.9592302908687,0.401474339833088,2.21681459836838,0.0259636531442507,0.526336600606168,0.136531381248633,0.0798191497865347,0.64160471457692,0.338657552718229
"Dnase1l1",4.08037682589926,0.105554395184092,2.21526193389075,0.0433982584276514,0.745266942634036,0.136668782108567,0.120293867258408,0.818456903582888,0.338946157137571
"Plekhb2",8.65738726179802,1.26961050520105,2.21493316396546,0.00326139035356401,0.259854265160415,0.136697896006201,0.0141596572832142,0.386338586638183,0.338947079333319
"Agbl3",0.0278838119996724,4.46982245021344,2.21478237457282,0.867384082507277,0.0345118171494995,0.136711251336391,0.926103028816781,0.0737941563614913,0.338947079333319
"Ddx23",26.8374713529324,0.709565866575286,2.21428577571075,2.23608739338465e-07,0.399598777828337,0.136755245147199,2.52685721373144e-06,0.525070511576475,0.339003958221265
"Retreg2",3.57109982490577,134.552371209987,2.21387582830856,0.0588088601586762,5.28618250856526e-31,0.136791574433959,0.152682017464706,1.07751135361299e-29,0.339017440290094
"Sit1",1.33936083759034,1.20728687355805,2.21374929436754,0.247161545449915,0.271884306195384,0.136802789977335,0.429115079933151,0.400160221429876,0.339017440290094
"Hadhb",27.8628471127203,24.8846231551188,2.21326853907693,1.31684950432548e-07,6.14134198639348e-07,0.136845411903889,1.55073127245539e-06,3.16764990412858e-06,0.339067267385729
"Cd99l2",0.657218189200367,0.601185231303623,2.21304755068125,0.417554097417021,0.438135998839495,0.136865008880782,0.595790097117614,0.562041264184848,0.339067267385729
"Zbp1",1.0139800885942,281.046049541025,2.21158741216644,0.313964287265322,1.27746098165615e-62,0.13699457119446,0.503111445699421,5.74607658871759e-61,0.339179517211622
"Med12l",0.601195452601514,3.98237566418782,2.21221560038111,0.438132105228425,0.0459931981132174,0.136938813403654,0.614407497212691,0.0944077079945365,0.339179517211622
"Zfp229",8.21218573288465,1.89854517144083,2.21179078739734,0.00416565410037356,0.168257790033332,0.13697651688831,0.0174640791404102,0.273848311391423,0.339179517211622
"Aip",0.294575070448472,0.378705945247205,2.21198345210986,0.587310012633969,0.538304119704922,0.136959415849815,0.739672542894166,0.651654731589863,0.339179517211622
"Stk4",1.18867464439988,4.33612488583615,2.21083698894093,0.275611151434275,0.0373253552398526,0.137061211870617,0.462202569461834,0.0788469363016327,0.339292343543819
"Slc43a3",6.98084355639593,3.19861539057388,2.21014650131793,0.00824555680495797,0.0737168752216742,0.137122562104434,0.0310592283579505,0.140116010587184,0.339340948535742
"Map3k12",7.14394358460494,9.34670351715083,2.2101416557822,0.00752830311986764,0.00223703195601403,0.137122992741854,0.0287202712957187,0.00659398235176532,0.339340948535742
"Gpr153",4.65954369227256,3.88841981874021,2.20940930586501,0.0308941194288897,0.0486349089409027,0.137188096320191,0.0916015476272161,0.0988598761266544,0.339345609069745
"Lypd3",0.0250312894358296,0.323832773691838,2.20965555871613,0.874290833132364,0.569320197350441,0.137166201360817,0.929973461567668,0.679546596837458,0.339345609069745
"Skic8",0.142607828179859,13.0866193027509,2.20956009238113,0.705706418748073,0.000298198329720904,0.137174689047628,0.827532284765416,0.00104252881100645,0.339345609069745
"Lcn2",0.001780693364736,0.00119898477992795,2.20702825281859,0.966341099512748,0.972378052894125,0.137400003850337,0.982725228813318,0.982183309246212,0.339817579788354
"Cyp2b9",2.33466548146097,2.32785721579222,2.2065938221914,0.126539133451127,0.127093661204103,0.137438706601229,0.26818368859746,0.219120902180907,0.339828989549968
"Msrb3",6.35258203659237,11.1072490220837,2.20650272196863,0.0117293359393607,0.000861582811002428,0.137446824128357,0.0416488415946031,0.00274951803519067,0.339828989549968
"Srrm1",0.400452175508471,5.24232506867253,2.20594586360814,0.526863588925541,0.0220549156571407,0.137496454929939,0.69150016484884,0.050141226433282,0.339899510859197
"Incenp",7.16033286096598,24.3009220183589,2.20513165853228,0.00745984969739048,8.31074675969375e-07,0.13756905828498,0.0285063976452489,4.2190401977096e-06,0.34002679133738
"Flt4",0.063469610214083,0.2435494062541,2.20395566939107,0.801096589728579,0.621660031790421,0.137673998093617,0.887394812162021,0.722682030892373,0.340233945871932
"Akr1d1",2.92689620090264,2.32389827567709,2.20284111229944,0.087131462033331,0.12741735649538,0.137773538816332,0.205326184574535,0.219490981134479,0.340427696111614
"Vstm2l",0.838365023893031,0.00262986918416359,2.2016165398009,0.359876637359706,0.959101161233117,0.137882998003476,0.542357837286228,0.973229507970626,0.340645890894443
"Npm3",5.50125607750933,0.500338890322586,2.2004034505039,0.0190132441156788,0.479360096706326,0.137991526890778,0.0618525797969243,0.59982404516761,0.340861720742783
"E2f5",3.26023105008792,17.8769789291967,2.19983402428201,0.0709952495822715,2.36777330354558e-05,0.138042503564968,0.176017937493967,9.86500737567773e-05,0.340935342777098
"Sh3bp2",0.239923083435402,1.61579623816077,2.19907562574184,0.624267437370204,0.203694800198187,0.138110430375171,0.76860452205615,0.319257889798782,0.340998506643879
"Mei4",1.48367705233259,1.68306310486707,2.19913326437282,0.223215514313657,0.194533988911977,0.138105266591295,0.399621351704703,0.307781112286532,0.340998506643879
"Areg",10.9456042961917,26.653215478806,2.19815215015208,0.000940036273662835,2.45946520720458e-07,0.138193193101979,0.00478108359183416,1.32546078419061e-06,0.341098250846287
"Sar1a",0.960020353691375,74.15282617346,2.19829669382329,0.32719446476029,7.79686952457499e-18,0.13818023529586,0.512706190780902,8.91078707978929e-17,0.341098250846287
"Tmem94",1.78423697074221,1.68123695758076,2.19663629687434,0.181646217288429,0.194776220277102,0.138329165851174,0.34648768502672,0.308041786989017,0.341381541410184
"Slc9b2",0.271776608126129,0.386890599611482,2.19580120646242,0.60214868363324,0.533945986521111,0.138404137940868,0.751309488032393,0.647650754347239,0.341461901832663
"Slfn8",2.23408054930104,1.31493533639034,2.19596239928407,0.135013832823259,0.251517743843947,0.138389662950307,0.281040298597845,0.377052853989595,0.341461901832663
"Pptc7",3.28816204108487,10.1094451253955,2.19533620336782,0.0697971678854247,0.00147752586889313,0.138445904373705,0.173689351639467,0.00451987064338641,0.341512622262527
"Col19a1",2.38803433918826,0.637083161485703,2.19496097054586,0.122284255993296,0.424779171899947,0.138479617974243,0.261875841959855,0.549459314411186,0.341543465804753
"Ctdspl2",1.8205037638495,5.3740586331349,2.19356002170524,0.177269710585691,0.020449132775514,0.138605570626565,0.340275855234401,0.0469344904623862,0.341801761684467
"Pycrl",7.40753072243219,52.5869274214153,2.19320006072193,0.00650117300936763,4.27738976164016e-13,0.138637953752918,0.0255462149755605,3.65211067506318e-12,0.341829271058526
"Dgat2",13.156812093452,17.622887411733,2.1912280223049,0.000287240295313183,2.70576136541414e-05,0.138815514679473,0.00169927644211175,0.000111777514795444,0.342214671292644
"Slc6a12",1.44353471483374,10.3631352043599,2.19091741253051,0.229583465656827,0.00128776741204198,0.138843505008759,0.407425892381737,0.00397868738221643,0.34223128136477
"Myt1",0.270065047631025,0.0401059178443249,2.19018461235614,0.603294311351447,0.841275816042832,0.138909565750859,0.752097878430932,0.889615475816766,0.34234171063454
"Proser1",11.0995231350579,4.66064433495542,2.18763942326029,0.000865177356586952,0.0308743270093725,0.139139284487692,0.00444542149748554,0.0670672181076386,0.342855378439986
"Cox20",1.06888697414703,31.9069514794792,2.18649449450742,0.301210398881604,1.64096540476613e-08,0.139242760219201,0.491606698852823,9.95271785798456e-08,0.343057859212024
"Qser1",0.974185169503245,1.19092821957757,2.18491156434362,0.323651433012072,0.275156507452864,0.139385963652157,0.512706190780902,0.404016161166542,0.343358141760851
"Zfp691",2.11602262373674,16.639161465886,2.18325482799085,0.145781494506132,4.53957955846583e-05,0.139536021179974,0.297757408172532,0.000180674368833355,0.343570114535339
"Ndufb4",20.4285518804145,7.55421917992109,2.18371218673904,6.22800192786027e-06,0.00599273281712266,0.139494578179571,5.34592297677687e-05,0.0159743381152336,0.343570114535339
"Uprt",2.21749907052286,0.385867482588292,2.18345095558115,0.136470858988392,0.534487261713192,0.139518247627484,0.283285381778355,0.648106052362012,0.343570114535339
"Dzip1",3.92319580805489,6.9171851033528,2.18224553476146,0.0476389404416781,0.00854413934471627,0.139627525951251,0.129517112600429,0.0219156221516353,0.343742860478978
"Prmt6",1.58176851839646,7.68865011595728,2.18086667185956,0.20852189061304,0.0055624357211598,0.139752645616818,0.380749291817868,0.014903810718442,0.343998295990158
"Slc10a4",0.538148772598022,1.27435742332338,2.17982314219487,0.463210174455364,0.258965345699915,0.139847420413697,0.637146445652577,0.385444030114218,0.34408717348026
"Trappc11",0.00191765317363719,0.0184866782768405,2.17976331005826,0.965071456591737,0.891849845160211,0.139852856637167,0.981776844115026,0.926784851356148,0.34408717348026
"Catsperd",13.8400864354852,51.4195357088741,2.1800162831925,0.000199628155565677,7.73854243250791e-13,0.139829873643206,0.00123496434463084,6.51404855152508e-12,0.34408717348026
"Akr1a1",38.7516419629495,2.69593669614809,2.17873775353297,4.91587227633779e-10,0.100621216944719,0.139946073462858,8.41235826417294e-09,0.180831860034086,0.344263920099663
"Rnf34",9.46975700534754,2.37984793742896,2.17777015431646,0.00209189965959908,0.122926484144869,0.140034086281479,0.00967984489038045,0.213283608898269,0.344427812951071
"Zfp532",119.768951041487,182.375908044414,2.17693370781487,8.63557665568774e-28,2.29748323836173e-41,0.140110219534613,6.34971191262738e-26,6.60649510488195e-40,0.344562441228752
"Dcaf10",1.31018810447798,1.51107385920404,2.17626154833223,0.252375296599021,0.218990813316837,0.14017143308502,0.435340272808187,0.337972883538531,0.344599810361279
"Cela2a",2.60593711838314,5.3619559667826,2.1760619727218,0.106481132529675,0.0205914760759814,0.140189614213298,0.235984816560055,0.0472409943370178,0.344599810361279
"Ppp1r21",2.92482347073105,13.1315970055777,2.17646545333006,0.0872434041915442,0.000291129187400884,0.140152860288477,0.20548201516695,0.00101869911010787,0.344599810361279
"Agtr1b",0.612513472443182,0.13759252177679,2.17540873475117,0.433852951074076,0.710690414025978,0.140249142026719,0.610853726601892,0.792699820725258,0.344611034520027
"Smc2",1.22097429248187,0.424346217492846,2.17507262228928,0.269183792355932,0.514784324628335,0.140279782107606,0.454987573035328,0.631622514721497,0.344611034520027
"Syt1",2.16944884122555,0.0111592461333615,2.17567455510438,0.140793563996354,0.915871239547579,0.14022491511089,0.289848985046444,0.943889572507819,0.344611034520027
"Ap5m1",27.9817623838384,2.5638288151652,2.1752879938785,1.23847140901974e-07,0.109350445811111,0.140260147924376,1.46856444031259e-06,0.193655865090779,0.344611034520027
"Galnt7",11.3073128367448,47.8095123527575,2.17470280762769,0.000773577121448449,4.84918252525768e-12,0.140313503173685,0.00404051650557392,3.87525489847268e-11,0.344641296767214
"Rhbdf2",8.23124947227042,56.4363104436006,2.17429451296638,0.00412214223446496,6.06673262167441e-14,0.14035074356171,0.0172951684214667,5.47604234343178e-13,0.34468019270615
"Gdpd3",0.0338439024590792,2.32665789561322,2.17321429120807,0.854041247412891,0.127191624649601,0.140449323687252,0.91830462391895,0.219195925913156,0.344869694927695
"Aaas",0.00605998977645053,2.24007707461576,2.17297942808056,0.937951440985451,0.134491206508868,0.140470767388238,0.967202360027454,0.229832526627645,0.344869761740021
"Babam2",1.51493109658033,6.0862194040984,2.17267071020468,0.218403712847054,0.0136329513173073,0.140498959840657,0.393395412525292,0.0329651369148998,0.344886394864954
"Kcnmb2",2.15426170126956,5.99191500459397,2.17130464029565,0.142191639856547,0.0143807476935055,0.140623787134071,0.292092355735423,0.0345325843809714,0.345047325982124
"Gnai1",15.6748902247388,9.48900500077857,2.17124978643834,7.54952964688251e-05,0.00207007772780304,0.140628802112692,0.000517319471930847,0.00615367577087178,0.345047325982124
"Myh7",0.182385888021022,1.2348547454867,2.17170728826776,0.669335745415563,0.266479310522136,0.140586981450674,0.801282438312746,0.393901459105696,0.345047325982124
"N4bp2l2",21.0561240338881,16.2797344058902,2.17061286280295,4.4893184233095e-06,5.48631733610261e-05,0.140687047157296,3.98519815714183e-05,0.000216058126836049,0.345137647832716
"Emc1",8.13588866346136,115.833260375667,2.16955560100302,0.00434453004573723,6.20355747923485e-27,0.140783790891198,0.0181008971090574,1.05598188253825e-25,0.345306383344682
"Ano9",0.493232360807076,12.3747445798413,2.16929101817742,0.482497723201529,0.000436215783872034,0.140808012980194,0.654507694104474,0.00147169136149346,0.345306383344682
"Pnpla8",4.29004761818826,3.08985004390955,2.16915836461509,0.0383498171278567,0.0787984781859006,0.140820158940851,0.109090312515222,0.148044789899377,0.345306383344682
"Pwwp3b",3.86411809623137,1.11514758462674,2.16829984757417,0.0493439316939829,0.290979393645089,0.140898794522765,0.133140973872018,0.422434292811655,0.345446602953728
"Saysd1",4.41397789432452,0.102039000244794,2.16766072360291,0.0356590196385302,0.749399919611068,0.14095736690282,0.103017078083827,0.821483111334038,0.345537597691599
"Aurka",9.81989691080488,2.23838063931319,2.1669987913404,0.00172901620633961,0.134638829188889,0.141018058383543,0.00821308199725274,0.230035975217897,0.345633758622556
"Smpd3",9.98219550293047,183.894000642698,2.16631605330483,0.00158313619543044,1.07906160308671e-41,0.141080688272525,0.00760765209042567,3.12520305656571e-40,0.345734640580196
"Tmem253",0.657044803853516,13.4205621044985,2.16561381170987,0.417615528908868,0.00024957042288862,0.141145139897391,0.595790097117614,0.00088442617072523,0.345839955533733
"Tor1b",0.387129119627374,0.496006437393906,2.16303357589151,0.53381994132322,0.48126893185589,0.141382237828169,0.697518732541859,0.601464773742755,0.346157545346968
"Ampd1",0.0115271593121633,0.000106673991961802,2.16358761140421,0.914500885299249,0.991759457767628,0.141331289781247,0.953321495306398,0.993913354183058,0.346157545346968
"Taf12",1.95111878269331,3.60989973055641,2.16379353728403,0.162482969869698,0.0574519978453723,0.141312358490763,0.321986618731447,0.113710609796464,0.346157545346968
"Arpp21",0.129764088147313,2.51593058028063,2.16315959875362,0.718680846902183,0.112718047131836,0.141370647193356,0.835449144799194,0.198523319803561,0.346157545346968
"Psmc1",2.01166936335116,22.1186010448273,2.1631772941979,0.156110193824719,2.58150392582508e-06,0.141369019785013,0.312900479357661,1.23279827157655e-05,0.346157545346968
"Galnt18",0.776247606428501,7.8503462944911,2.16207143265,0.378302576173923,0.00508633600610404,0.141470763736736,0.559804974958541,0.0137355808663916,0.346321634000101
"Grap2",0.741964139689684,0.186511249831883,2.160767406756,0.389043498637725,0.665841270770997,0.141590845406972,0.569938815371478,0.757218043522136,0.346562909802168
"Rnf170",0.667947319841432,0.128469581414129,2.16050944803693,0.41377862601826,0.720028195075056,0.141614613194358,0.59242835429521,0.799077465561242,0.346568406727772
"Foxp1",13.6001244880993,298.933205664613,2.15953059098356,0.000226812766591119,1.85606708220335e-66,0.141704843881366,0.00137949534497605,9.08457392848648e-65,0.346683850048865
"Zfp827",1.46642935128937,22.0907057048253,2.15962805693724,0.225925259157857,2.6192454640202e-06,0.141695856608811,0.403003090729997,1.25008031141427e-05,0.346683850048865
"H2bc22",0.347035230373481,0.0922389156234367,2.15910802738838,0.555803369647841,0.761353292521456,0.141743815609218,0.715264258086725,0.830628188988686,0.346726517204198
"Vwce",2.89025383028775,6.37246978397115,2.15752370864897,0.0891335650629285,0.0115986483916331,0.141890039717546,0.208621772995398,0.0286373865456099,0.347031486872971
"Adamts7",7.73685793796014,8.96095041098696,2.15616393387451,0.00541592005697387,0.00276172925042,0.142015674872207,0.0218852097057592,0.00796420596696154,0.347286015560692
"Glipr2",39.0094644908256,48.0646242308702,2.15544364988123,4.308843557428e-10,4.2589736578176e-12,0.142082275528038,7.41296023560503e-09,3.41375076216211e-11,0.347396125543273
"Rassf4",9.15228394103069,229.300089840884,2.15385203944995,0.00248746256324057,1.71540997741076e-51,0.142229567475281,0.0112149109525581,6.20747120589787e-50,0.347665504235765
"Dact2",0.0505956556178791,57.3898959897143,2.15378657396611,0.822032476769615,3.74116762971132e-14,0.142235629504143,0.899509987321358,3.42295581484326e-13,0.347665504235765
"Asb11",3.80037327444917,0.461640201765721,2.1524649647385,0.051256132590369,0.496866854679679,0.142358071168477,0.137014857752774,0.615105178745165,0.347911977542265
"C6",0.68918155807465,0.525527139652321,2.15186143520429,0.406453533657906,0.468502536015102,0.142414025122107,0.585378879571886,0.59041292357577,0.347985002602354
"Pcdha3",3.51520743888453,4.71165109241718,2.15167654631324,0.060823665932403,0.0299714437135163,0.14243117134398,0.156460621806627,0.065414767974892,0.347985002602354
"B3galt1",0.365323083072442,1.13215118623059,2.14979582647371,0.545572047177762,0.28733073362099,0.14260571749496,0.707354804807045,0.418004047655506,0.348326673897295
"Tmem19",0.157710168662768,6.10070495853191,2.1497036260509,0.691278064844857,0.0135216820114656,0.14261428063124,0.817474319938076,0.0327280392951495,0.348326673897295
"Csad",0.087771012803962,17.0972290551752,2.14919877641945,0.767033509763225,3.56695127583881e-05,0.142661178916693,0.866592338996507,0.000144354401595457,0.348388377933805
"Adrm1",0.602448616740417,4.24099519755398,2.14786390715127,0.437655137108392,0.0394728862052033,0.142785265936867,0.614050391056656,0.0828292789369806,0.348445654056678
"Faap20",4.32925526567673,5.74513891685522,2.14776685325263,0.0374762539948396,0.0165441322443436,0.142794292624583,0.107113971969986,0.038965944351421,0.348445654056678
"Iqub",0.0152272076380464,0.677446335264196,2.14742833461695,0.901792817903845,0.410477987127373,0.142825782237623,0.946153879769717,0.535607084248609,0.348445654056678
"Clec3b",3.20727366521796,7.04398485948929,2.14826101934294,0.073327764309536,0.00795993817618955,0.142748338426782,0.18036831466613,0.0205876781964633,0.348445654056678
"Psmc3ip",0.0637547798001086,2.62082596527712,2.14822847909544,0.800659647911237,0.105486444595633,0.142751363944134,0.887118430232452,0.187592293464768,0.348445654056678
"Nploc4",2.09910867468629,0.0123921335659999,2.14731740574558,0.14740185391135,0.911363826168059,0.142836102740367,0.300153269288628,0.940689166898548,0.348445654056678
"Chd1",16.4752236513737,8.12416907300626,2.14751948684515,4.94910572090861e-05,0.00437269105826639,0.142817302324712,0.000352790834102662,0.0120138959411813,0.348445654056678
"Il17ra",0.109599140217597,2.52101302319735,2.14695946189863,0.740604692167757,0.112355356055539,0.142869410527011,0.849850877073854,0.197906180109642,0.348474116588375
"Xcr1",0.988171049975862,0.573883644453673,2.14585581706692,0.320202699527599,0.448729348723707,0.142972163127001,0.509760165150066,0.571905405178728,0.348671928340769
"Mesd",5.78991082385469,16.9994688611215,2.14484755447025,0.0161280755300256,3.75521433548786e-05,0.143066108042096,0.0540163062104831,0.000151364747044708,0.348795388009368
"Zfp7",0.0581866803044425,4.39717409041496,2.14507541638176,0.809387919241435,0.0360119715946344,0.143044870924534,0.892520345847881,0.0764435510925912,0.348795388009368
"Atg101",0.237344914271351,10.0730245559856,2.14377100467022,0.626136096967892,0.0015070024925247,0.14316649230286,0.769904518133321,0.00460304649793726,0.348987288155154
"Or3a1d",0.832654832538438,0.322408504995682,2.14346592878354,0.361517778334562,0.570170642365164,0.143194953904566,0.543914863544936,0.680359974361337,0.349003835738645
"Phf19",0.246924084755506,0.19056122654119,2.14235728366044,0.619255160004409,0.662454979120336,0.143298436930303,0.764567147389678,0.754314278657528,0.349150360098148
"Idh3b",5.98624118095385,19.6557991791493,2.14246310524272,0.0144270633281364,9.32510341358737e-06,0.143288555712019,0.0493455994021406,4.12306810183958e-05,0.349150360098148
"Col9a3",1.9514929177015,5.98743424524332,2.14195517622703,0.162442693651754,0.0144173115672573,0.143335991192359,0.321946424107593,0.0346093494585933,0.349189026652127
"Wdr41",6.25893886978069,6.21622373146395,2.14156702246687,0.0123653202907694,0.0126670859522168,0.143372252777269,0.0435517831675982,0.0309057704679617,0.3492245328199
"Fam187b",8.1136164387606,13.7872514582446,2.14099954979086,0.00439820699157977,0.000205317152981975,0.143425285037916,0.0182961320551302,0.000739481573354674,0.349250394331719
"Sdk2",0.236002170466197,11.6586273474909,2.14098925696756,0.627114296881575,0.000640415410880033,0.143426247141257,0.7705777583124,0.00209520710308841,0.349250394331719
"Cyba",3.60018388974338,51.9614101637074,2.14061225192516,0.0577886171770105,5.87663180204637e-13,0.143461492022807,0.15052897159518,4.96752765923112e-12,0.349283399764631
"Gpx8",3.70682742424695,19.1467369963148,2.14018865018041,0.0542054955563345,1.21701706405282e-05,0.143501104697208,0.1430232828025,5.29093568640456e-05,0.349327027806371
"Efhd1",2.07819517910238,15.7109178256982,2.13958529346439,0.149433551867397,7.40720681739548e-05,0.14355754822772,0.302949576447273,0.000285559615466889,0.349411608088115
"Eif2a",0.893649302212858,4.88093252990478,2.13874638712911,0.344502546017976,0.0271670570826182,0.14363606876628,0.527357526828746,0.0601087002200332,0.34954988897437
"Lactb2",0.317720059291748,6.28017593693644,2.13748430355031,0.572987818188407,0.0122180476897371,0.143754289236504,0.728365390074943,0.0299645479664691,0.34978472643932
"Stx17",140.402824855944,395.285964924954,2.13710532303452,2.83783874986261e-32,4.66714293273501e-87,0.143789810053531,2.58179194288348e-30,3.26760881068834e-85,0.34979238447395
"Ano6",0.00172846983217655,0.206768152172489,2.13675553942071,0.966838051826898,0.649317667505672,0.143822603092717,0.982809747856365,0.744037742819599,0.34979238447395
"Cldn34c1",4.16162615191866,2.08837881507139,2.13694875420448,0.0413637521162444,0.148440310528344,0.143804487710019,0.115981281617253,0.248475501085023,0.34979238447395
"Zfp110",0.00618514361692372,2.77151029229584,2.13619476481997,0.937315293543723,0.0959723907108361,0.143875194606305,0.966979830350091,0.173879771334,0.349867450731702
"Ptpru",8.6496399377782,18.3867004567242,2.13526969382382,0.00327528055949254,1.81218565026031e-05,0.143961998507196,0.0142122993396681,7.67331725641384e-05,0.350025677481713
"Coq8a",12.9766366232958,6.81564573332408,2.13472371233507,0.00031622219905213,0.0090434929982664,0.144013258270178,0.00185033650847982,0.0230022694283816,0.350097448358193
"Prkar2b",3.29802754390683,4.78876867558406,2.13434919466292,0.0693791830472978,0.0286582640380625,0.144048431944734,0.172867063482401,0.0629239195261686,0.350130098053743
"Urad",21.0719537953275,105.346845526478,2.13330332433453,4.45242507530068e-06,1.19243656809382e-24,0.14414670845953,3.95462774338483e-05,1.84632750538603e-23,0.350191674856348
"Haspin",5.98624056415351,3.11385958127258,2.1329226214726,0.0144270683714387,0.0776451760656011,0.144182500422132,0.0493455994021406,0.146270504233081,0.350191674856348
"Iars",13.74908452331,28.958524814703,2.13354404043385,0.000209528146541605,7.48373603692458e-08,0.144124082582909,0.00128583526820102,4.24034487693865e-07,0.350191674856348
"Prxl2a",14.4356506699095,64.1354597380977,2.1333155400012,0.000145491350640478,1.2293329329456e-15,0.144145560163438,0.000931179339969638,1.22879877214295e-14,0.350191674856348
"ENSMUSG00000048191",14.9190325346561,35.4503820490366,2.132987873964,0.000112604416308413,2.66322101535716e-09,0.144176364967176,0.00073920461305111,1.71612036855928e-08,0.350191674856348
"Alkbh7",0.279729618373004,39.3099023766627,2.13130443709235,0.596884786105825,3.69548639827187e-10,0.144334746524772,0.74669034819888,2.57389348924619e-09,0.350508584419906
"Sema4f",1.90780479425756,0.244096171402783,2.13023929123362,0.167223865061882,0.621268992802774,0.144435059070561,0.328310887477626,0.722279589278974,0.350629060034001
"Cdc42se2",22.2009103610803,41.5510310884073,2.13046821216263,2.47329222818887e-06,1.17649230764638e-10,0.144413493296214,2.30083331892117e-05,8.58018823823804e-10,0.350629060034001
"Cd200r3",3.30317431507958,0.83887059277243,2.13008412022455,0.0691621871961992,0.359731829102274,0.144449679206704,0.172535817261099,0.485440513201535,0.350629060034001
"C1rb",2.77543572185078,3.30934385505807,2.12815977167184,0.0957374057404629,0.0689030265716689,0.144631128967049,0.21891127711772,0.132415896021766,0.351016589262456
"Asb6",5.08318999540275,6.9089775456883,2.12765734483675,0.0241704378917086,0.00858343314084093,0.144678545817499,0.0752982320313763,0.0220023915738557,0.351078755771426
"Lpxn",0.711722262864474,3.52448170022312,2.1262263269699,0.398883479480822,0.0604843305486876,0.144813695035047,0.578668528836007,0.118748984982384,0.351353763921855
"Npbwr1",2.10867709908571,2.01487634453733,2.12560390153382,0.146482715990162,0.155780680507049,0.144872522966214,0.298911204641915,0.257841124288726,0.351443542832923
"Cpvl",4.40078100224938,16.7169813545104,2.12351155680429,0.0359359040138978,4.35728212518018e-05,0.145070476361889,0.103593960317901,0.000173977966927291,0.351764776517919
"Minar1",8.24275184581981,6.21022196340982,2.12394488920302,0.0040961127793362,0.0127100884258125,0.145029454464764,0.0172105903534883,0.0309966006240889,0.351764776517919
"Slc22a5",8.31572860294174,8.44600057929394,2.12368132496889,0.0039348207072085,0.00366277687878442,0.145054403510801,0.016669933661715,0.0102701891135409,0.351764776517919
"Slco4a1",85.3158166741037,214.11004672534,2.12279332194936,2.8095180195577e-20,3.225925947158e-48,0.145138497667594,1.32673515158175e-18,1.07550901712392e-46,0.351876728085104
"Cptp",14.3933940939865,10.0175925782432,2.12198132279,0.000148790299803307,0.00155301326412581,0.145215442324707,0.000949487564032452,0.00473102016500529,0.351992968754411
"Prkg2",24.7821493600594,116.149243964197,2.12182605024242,6.47619074290729e-07,5.29507384413815e-27,0.145230161113104,6.74990935488906e-06,9.0420545187865e-26,0.351992968754411
"Sfmbt1",0.0721410341297257,0.354217474890217,2.12108399933001,0.788247541524679,0.551742598662505,0.145300525746886,0.87928251589982,0.663627024632748,0.352110514086096
"Zfp456",0.359063849303744,0.949054506157128,2.1203789133202,0.549033891630212,0.329972722016452,0.145367420801418,0.709956858341067,0.455256448215909,0.352219617388689
"Larp7",4.88554747018025,0.0313483657149908,2.119303803784,0.0270945440060932,0.859467349720292,0.14546948867466,0.0824770211966199,0.902451925700695,0.352241089729537
"Lpar3",0.628251824613504,4.61363733537376,2.1191445561767,0.428007368729765,0.0317315349758821,0.145484614061639,0.605322559165239,0.0686514722177387,0.352241089729537
"Efcc1",1.84828927788737,2.83370668620329,2.119133606939,0.173998936336825,0.0923218323255258,0.14548565408875,0.335839011366641,0.168715119600651,0.352241089729537
"Fhod3",0.970265069489881,1.68177498556804,2.11957092777403,0.32462686407435,0.194704816299539,0.145444121135485,0.512706190780902,0.307959105870885,0.352241089729537
"Rs1",2.10226683370329,2.00875122842193,2.11914217958256,0.147097765210336,0.156410716654264,0.14548483980471,0.299761492430022,0.25853846954256,0.352241089729537
"Plod2",21.5640274176548,1.15327472882479,2.1180028464465,3.44545317026827e-06,0.2828785820765,0.145593105932778,3.11872582354299e-05,0.413200951870892,0.352448253883874
"Lipt2",1.7332305270095,26.6958552732622,2.11672232386487,0.188015039937024,2.40585992066111e-07,0.145714897126884,0.354437624456321,1.29874496488119e-06,0.352637058676617
"Kansl2",1.07558206746228,0.463631989580671,2.11682353391351,0.299701436085582,0.495939889098476,0.145705266805585,0.491155325186865,0.61430094738731,0.352637058676617
"Ptgdr",0.0113974955215012,0.505017182840964,2.1163369454604,0.914981281047712,0.47731276224747,0.145751573155785,0.953467865900682,0.598145323772064,0.352672814805049
