"gene","Genotype.statistic","Diet.statistic","Genotype:Diet.statistic","Genotype.p.value","Diet.p.value","Genotype:Diet.p.value","Genotype.p.adj","Diet.p.adj","Genotype:Diet.p.adj"
"Prim2",0.057733033104687,11.4729167715043,14.8201330436285,0.81011654766866,0.000706739513737818,0.000118418125208234,0.873436248685353,0.00155981004272684,0.000615222414304
"Wdr59",0.0475994195606856,7.0758018618572,14.8086140935013,0.827295309607325,0.00781575928698854,0.000119143404380025,0.886251799227534,0.0149280818956011,0.000618792978013293
"Nle1",62.9815419954358,1.45225826444189,14.8044934687414,2.13106002816019e-15,0.22817183270428,0.000119403939927758,2.52087674988106e-14,0.307624693193702,0.000619948303095411
"Igkv4-72",0.0331955274666797,0.107965323517641,14.7948843778686,0.855429362704134,0.742474005379528,0.000120013726100219,0.905202427300428,0.797390431879294,0.000622915631292493
"Zfp395",14.5455211428607,63.3570497668114,14.7902033302462,0.000136983201255414,1.76161222168861e-15,0.000120311916677553,0.000508270129270761,8.56444508136963e-15,0.000624264286821974
"Rbbp5",0.0306502254102548,1.6522892339789,14.7811168604873,0.861023746204647,0.198653791122707,0.000120892870741698,0.908523500387206,0.27404761065381,0.000627078794475022
"Rhbdd2",0.501417553711609,18.1704987970378,14.7775914642233,0.478881332951654,2.0236547383394e-05,0.000121119030713439,0.608157248689559,5.22592863334132e-05,0.000628051756267169
"U2af1",11.0234798891792,79.0287905356453,14.7585084972848,0.000900314935889466,6.3267447501782e-19,0.00012235064764794,0.00284773148299122,3.55718218648188e-18,0.000634236143874371
"Eif3i",12.2718514567806,5.96693434115592,14.7562179093198,0.000460256565454644,0.0145801515182369,0.00012249932745938,0.00153894743547766,0.0266264025874949,0.000634602658515702
"Csrp2",5.68887138940737,4.21616083815343,14.756586372778,0.0170766562580784,0.0400460221908863,0.000122475398588897,0.0402777472703583,0.0673099032632234,0.000634602658515702
"Ccdc130",0.442109826215561,0.521003131920776,14.7532263504128,0.506109054334905,0.470417575096358,0.000122693780531892,0.633005768972587,0.554011060693395,0.000635407784192682
"Tnfaip8l3",5.72014754327415,14.5831632592442,14.7457755033883,0.0167751146078084,0.000134274584835468,0.000123179441769378,0.039641193448214,0.000320561369517001,0.000637720029796493
"Tars2",23.7514281146681,2.1081041596334,14.7449713064775,1.09960345605818e-06,0.146527223371008,0.000123231976524394,5.55328745090256e-06,0.212002099094213,0.000637789151633565
"Tank",33.8451926671914,4.83535534009147,14.7345884543263,6.00511039237175e-09,0.0278866081167114,0.000123912272966739,3.97661439612022e-08,0.0484119368937406,0.000641106187882903
"Elac1",1.94468293626298,70.8023109431413,14.7297311448878,0.163167369934478,4.05517271238975e-17,0.000124231826307479,0.271867671248183,2.11354614920167e-16,0.000642555270672654
"Pop7",0.0518894249901385,0.214626061944553,14.7214911701463,0.819808516545933,0.643167539166408,0.000124775817494766,0.880075831375413,0.714200604064881,0.000645163907675446
"Sel1l3",113.183675359627,11.4155265856634,14.7128635611208,2.10362863087918e-26,0.000728902660844739,0.00012534796990484,4.80513222231176e-25,0.00160567717019486,0.000647916451616728
"Cse1l",0.00894623319298708,31.9425786194816,14.710876285137,0.92464523009326,1.59688720610808e-08,0.000125480132813165,0.952138319113556,5.25845297467555e-08,0.00064839368946028
"Polr2j",6.40686681965599,18.6041123650745,14.692754765192,0.0113711229033789,1.61191345985396e-05,0.000126691787402165,0.0280776346326302,4.19525349952718e-05,0.000654446913216453
"Ccdc85c",46.3299309012823,23.1653599316271,14.6914890963256,1.01087093593247e-11,1.4909867363862e-06,0.000126776852258419,8.88922000225433e-11,4.26366674423018e-06,0.000654678560980422
"Mbp",2.2416342256246,12.7533775822959,14.6884458358238,0.134345454689502,0.000355711259752667,0.000126981623419684,0.232384799785443,0.000810684986697586,0.000655528031843385
"Mlh3",9.33467581001536,5.04809636202943,14.6866500604941,0.00224980180555171,0.0246574974674211,0.000127102611516371,0.00654864520546587,0.0432769124732816,0.00065594458073937
"Amn1",4.16499493441163,9.5752109294271,14.677377155755,0.0412729505288985,0.00197334591449292,0.00012772921115056,0.0869643774445154,0.00410736849335302,0.000658760573478345
"Fam227a",6.60526438244425,0.602131957103956,14.6778277517062,0.0101707342728245,0.437769533949943,0.000127698691185795,0.025453419704607,0.52259440440801,0.000658760573478345
"Irgq",42.3201604216235,1.25995539705862,14.6690087041305,7.82432941896073e-11,0.261665102018335,0.000128297363370184,6.28611105392023e-10,0.345307206744769,0.00066148121114238
"Usp20",0.782330864485509,45.321763126707,14.652607856628,0.376433619253231,1.69041584698543e-11,0.000129418242578066,0.509869444640112,6.74219523189948e-11,0.000667048997607085
"Plekhm1",13.8092445802125,1.60791073089694,14.6490579105077,0.000202565802298353,0.204791837771716,0.000129662150704075,0.000724651332749515,0.280967358682588,0.000667671884533449
"Pcbp2",28.9701468578517,0.00790822736012955,14.6491990616113,7.38433710199356e-08,0.929139328296987,0.000129652443727428,4.34073149184359e-07,0.947237933526873,0.000667671884533449
"mt-Nd5",20.6845072077275,57.8752763693025,14.6493188039972,5.42835642734844e-06,2.8431407661442e-14,0.000129644209604207,2.49808757613657e-05,1.3124731211154e-13,0.000667671884533449
"Clps",210.288043684363,0.234731854320996,14.6447568148973,1.49582660852827e-47,0.628039404460357,0.000129958288609893,7.75400309140593e-46,0.700946063247479,0.000668985156136377
"Lpo",2416.65615603933,781.917264665346,14.6270007083365,0,1.05708712076203e-170,0.000131188052997376,0,5.60462770835296e-169,0.000675102098842332
"Tomm7",54.4907074167118,676.509793650759,14.6223538797624,1.586853607231e-13,4.01972578650101e-148,0.000131511816009196,1.6378703972669e-12,1.80245390156686e-146,0.000676554307579545
"Myo16",3.41551507374287,5.96934654251755,14.6202112371893,0.0645923521049059,0.0145602223215006,0.000131661373297623,0.127779498688813,0.0265959756174465,0.00067710969136348
"Chd6",0.422815078445187,1.95663690860583,14.5900461010772,0.515538793295273,0.161879860348251,0.000133785178504565,0.642135364131249,0.230549399436587,0.000687814703259259
"Sh3pxd2a",88.322280635688,9.23981447863904,14.5733796872286,5.79499590093011e-21,0.00236935374062419,0.000134973352188707,9.86664730956479e-20,0.0048737483680197,0.000693704216474767
"Borcs8",0.43521481896815,2.02947137166343,14.5725445155054,0.509444286587126,0.154280707721739,0.00013503317160051,0.63654138733236,0.221340833178226,0.000693792592847695
"Pdzrn3",135.804528145695,675.164211909567,14.5684746912001,2.42475024399644e-31,7.81244254494358e-148,0.0001353250561126,6.96078654700706e-30,3.47440238535647e-146,0.000695072874201576
"Slc5a7",0.740803486355685,2.84183007108806,14.5677309644988,0.389407878116826,0.0918460069745806,0.00013537846420057,0.52240929960501,0.141075536050321,0.000695127842836805
"Ptpre",46.1489345568543,8.94710581066569,14.5630021266747,1.10860519378039e-11,0.00278049439375789,0.000135718545686646,9.7119304301202e-11,0.00566505285357331,0.000696654294588941
"Upk1a",6.29564898550186,26.1954689963664,14.5576533196595,0.0121067097770229,3.09723442551211e-07,0.000136104250026038,0.0297052764734649,9.34798530392371e-07,0.000698413895861858
"Ankrd22",31.2985037008466,26.7942806493948,14.5537348288898,2.22443003622198e-08,2.27208611531747e-07,0.000136387514019115,1.3856505051506e-07,6.91395507553233e-07,0.000699646884868936
"Mettl1",75.2782410258481,12.4628517003047,14.5522141126516,4.21297719425431e-18,0.000415511043733058,0.0001364976049706,6.15571183041987e-17,0.000940388384155032,0.000699991025868449
"Rbm6",0.479636536550515,121.582530572959,14.548639109865,0.488590319675035,3.07851938511658e-28,0.000136756766782233,0.61692534584986,2.37146521682643e-27,0.000701099178870681
"Rybp",12.0022280087138,12.7731852405334,14.5456454007496,0.000531829680271309,0.000351965338405686,0.000136974170122308,0.00175732677746165,0.000802597340043339,0.000701992621876828
"Ccdc74a",1.3688158005494,139.075076900077,14.540131468094,0.242021211176498,4.69253150659786e-32,0.000137375503366067,0.368269538592115,4.0242537056319e-31,0.000703827846487084
"Tmed9",12.6837698173492,422.994339343609,14.5313931329958,0.000369196995797482,1.3698088586488e-93,0.000138013952099365,0.00125957231200914,3.50571993588466e-92,0.000706876368257194
"Vdac3",57.7142271652743,384.558874429816,14.5183108953796,3.0854114595638e-14,2.71752230318763e-85,0.000138975368189068,3.34585225365223e-13,6.39206799551808e-84,0.000711576617808577
"Slc27a2",15.0578702627966,128.314920261516,14.4934851191469,0.000104402646429696,1.04398458476343e-29,0.000140818399521192,0.000394558132327874,8.3380456752671e-29,0.000720786505976871
"Cdin1",0.484727138303947,11.5609897037433,14.4867808240955,0.48629222699122,0.000674043510421428,0.000141320324175059,0.615025530593324,0.00149169357160158,0.000723128235333997
"Nsun4",1.92071722039502,0.00827798525152562,14.4757449731909,0.165784001576913,0.927506130790941,0.000142150461948492,0.275409899333273,0.946046953934337,0.000727147413304714
"Ptpru",41.6273570996306,52.0156424449539,14.4703162018794,1.11476888799039e-10,5.58643803374294e-13,0.000142560624515576,8.84263800673471e-10,2.4164350750793e-12,0.000729016426402772
"Fam83h",11.012035652526,27.2466860380858,14.4465048801777,0.000905889307449949,1.79819502896631e-07,0.000144373775887955,0.00286425024424297,5.50794514235691e-07,0.000738056517000077
"Fam136a",0.796740335435733,105.245636758955,14.4446956859784,0.372074184139067,1.14363790758058e-24,0.000144512485394757,0.505204859317786,7.94155043587416e-24,0.000738533665548027
"Cerk",1.41016924190629,14.029386167416,14.4397219704738,0.235034128270035,0.000180184458196683,0.00014489450822699,0.359925722631608,0.00042529907570583,0.000740253581422073
"Laptm4a",194.673308197032,21.4078042821568,14.4291718294109,3.69805981757937e-44,3.72217521714174e-06,0.000145708216717868,1.73969131938553e-42,1.02566185897099e-05,0.000744177170855584
"Ptpra",6.55067870009925,22.3811918284434,14.4178546143057,0.0104874271233439,2.2418256492994e-06,0.000146586204240244,0.0261454818941138,6.31209065795646e-06,0.000748426488838912
"Tecpr2",2.68385792300173,0.886776125950842,14.4167046013182,0.101376380886908,0.346357145296226,0.000146675719682618,0.185717878637727,0.434601854300545,0.00074864869528817
"Zswim5",0.615526480900774,0.114986911567469,14.4112810714178,0.432718387979012,0.734537978359005,0.000147098622353245,0.565368213287396,0.790954926815926,0.000750534531026702
"C2cd4b",178.120449710862,64.8132985011322,14.4107843723467,1.47099588479687e-40,8.42021596897776e-16,0.000147137414050882,6.2190649394386e-39,4.14567015508321e-15,0.000750534531026702
"Smc1a",0.676285263491016,19.3476602298454,14.3996523363815,0.410872874199918,1.09184908582514e-05,0.000148009522587179,0.544075640526527,2.88132742703889e-05,0.000754746553618893
"Nob1",3.75952171786379,25.9433005131553,14.3879432551251,0.0525134011605492,3.52910746204283e-07,0.000148932455865851,0.107153144125644,1.06023038316115e-06,0.000759215027913704
"Cwf19l2",5.66386403020412,6.05265402908739,14.3684443015226,0.0173217790577164,0.0138888786817794,0.000150482282160915,0.040755507042852,0.0254410621543241,0.000766875424775583
"Adamts9",0.0679718720812666,13.0350227956302,14.3587377303163,0.79431405644384,0.000306028145156865,0.00015125982942376,0.862741885542265,0.000703426440160917,0.000770596633342891
"Vgll4",9.44689379953972,1.86866580115841,14.3498796081841,0.0021162459137824,0.171634314554274,0.00015197294182404,0.00618978162419338,0.24196186887233,0.000773987351085701
"Pde3a",26.7562856112257,54.3863820264932,14.340652362456,2.31717645261952e-07,1.67327377669571e-13,0.000152719370535109,1.28157258305429e-06,7.4293173113137e-13,0.000777545572161394
"Ckap4",70.0913162135697,154.324847797101,14.3252618988771,5.81173369213365e-17,2.22711276411781e-35,0.000153972590318467,7.83092626712412e-16,2.09662894514434e-34,0.000783681004569632
"Sp1",2.05407225976419,4.83580284996818,14.3176036884826,0.151806150673159,0.0278793723542317,0.000154600039214422,0.256716938178686,0.0484108998692463,0.000786628583398919
"Zkscan5",4.57242883928928,0.602172927511109,14.2919886123186,0.0324954613280573,0.437753946780857,0.000156717492521233,0.0708165248409142,0.52259440440801,0.000797153320552534
"Yipf2",19.9136036818779,53.6550757004654,14.2858447871218,8.12042461243648e-06,2.42676409926886e-13,0.000157229695653009,3.6297199983015e-05,1.07047260823304e-12,0.000799508827286481
"Acbd5",0.01523255002845,155.400161507934,14.2805485296809,0.901774860919016,1.29867793451633e-35,0.000157672590992185,0.935624147410161,1.2297021954696e-34,0.000801510544528355
"Polr1e",8.76491330603616,13.976593940625,14.2785445751259,0.00307229568224762,0.000185313642944943,0.000157840497550017,0.00868793551423638,0.000436835650429374,0.000802113574343312
"Zfp53",10.8685807596772,19.6767257327109,14.2719758555737,0.000978798529931008,9.19134880493334e-06,0.000158392138397671,0.00307032254224071,2.44376975658118e-05,0.000804665679369192
"Thrap3",7.87041141684476,43.2582778144331,14.257319090003,0.00502702640364235,4.84574941325195e-11,0.000159630022900869,0.0135741388142148,1.8770648072228e-10,0.00081044849742902
"Pla2g2f",395.427789085836,6679.91737029902,14.257427836636,1.22155135203768e-87,0,0.000159620802569298,1.44081096790705e-85,0,0.00081044849742902
"Mfap1a",22.1928130608054,0.816302432277286,14.2365758766502,2.47278875705727e-06,0.366267967445761,0.00016139862935641,1.19434963200656e-05,0.453773356226868,0.000818916923327395
"Gga1",6.10171527724403,9.24875790988947,14.2365969527899,0.0135084946696279,0.00235781244059905,0.000161396822385204,0.032700441364892,0.00485123411649991,0.000818916923327395
"Gstz1",2.59566955189659,59.1415731476146,14.2332668797519,0.107162667970279,1.49489861935817e-14,0.000161682580379606,0.19434949822309,6.97605069589822e-14,0.000820102013349591
"Gas2l1",0.00599839931788917,16.0792494670953,14.2306114345923,0.93826641601509,6.08370859515771e-05,0.00016191081277876,0.96003032772678,0.00015019645806671,0.000821003831651052
"Skic8",0.0177690897885584,0.082776845440172,14.2190861234394,0.893956089183019,0.773570230862934,0.000162905166081092,0.930484925414503,0.823344186736152,0.00082578866032449
"Bdh1",10.668125962004,4.30080478582263,14.2135788724129,0.00109073287142835,0.0380996178864836,0.000163382476839424,0.00338426590702234,0.0643974538253679,0.000827950365976122
"Gmpr",0.00523766261381067,35.1786598501077,14.2114577118421,0.94230640681996,3.02838640818807e-09,0.000163566692287771,0.962402572577013,1.04745103200334e-08,0.000828625910478694
"Eny2",0.29270689914067,41.5276351571259,14.1969492921704,0.588493574824976,1.17305531212638e-10,0.000164832319500962,0.704087532318816,4.45181191780861e-10,0.000834777742538007
"Six5",66.350566125718,81.9395203620726,14.1909619726609,3.8638721586962e-16,1.45383727157684e-19,0.000165357487951383,4.87159156677754e-15,8.39152810973625e-19,0.000837176930446242
"P2ry2",5.20400176073004,13.2408969820015,14.1778600942253,0.022539275216667,0.000274191567834522,0.000166512585215521,0.0512748822783631,0.000634041220293011,0.000842762857448082
"Psph",0.311821646772238,0.415521528394168,14.1708147349655,0.576567078849505,0.519183271384101,0.000167137079731765,0.694243404529767,0.600707910165243,0.000845660630026094
"Chga",28.4934969176595,487.355956100244,14.1688640571681,9.44360879575927e-08,1.82219254603831e-107,0.000167310402721856,5.46828958977494e-07,5.37315725939595e-106,0.000846274526135377
"Oas1g",50.7383209765714,41.6807188030948,14.1634705544675,1.07006134136812e-12,1.0847795818604e-10,0.0001677905728211,1.02757454002649e-11,4.12738598736364e-10,0.000848439625290166
"Tecpr1",64.8047183355401,130.615455696791,14.1523659106303,8.45691144394334e-16,3.2861014012477e-30,0.000168783566761763,1.03498607197794e-14,2.66905551437669e-29,0.000853195688255036
"Sap30bp",0.401983635024486,14.0469566203356,14.1472917658356,0.526069595787841,0.000178509260826391,0.000169239272533818,0.651215667399703,0.000421528396702621,0.00085523366626295
"Ttc41",6.72112050378387,2.71761244448617,14.1439426373867,0.00953063916287349,0.0992528581285498,0.000169540734370858,0.0239991048351008,0.150872130347255,0.000856491164914482
"Rad18",3.66616363019435,66.3442557267867,14.1371791734461,0.0555337455425942,3.87624485882535e-16,0.000170151177474113,0.112400245734495,1.9401487566759e-15,0.000859308320119807
"Alas1",249.651850364514,9.79297735868208,14.1332017155916,4.27363793012087e-56,0.0017528363454754,0.00017051120009832,2.87446299952799e-54,0.00367004337474957,0.000860859430521201
"Fbp2",13.6488405071816,143.23063355729,14.1308843064101,0.000220619896200126,5.82608108984565e-33,0.000170721315797712,0.000784410233824695,5.12600658915771e-32,0.00086165297898895
"Usp53",84.0060735087344,0.31185128471978,14.1206254784646,5.11989767655866e-20,0.576548962241452,0.000171654603982628,8.22671021533518e-19,0.654427298354541,0.000865826460807322
"Zbtb40",0.77856912401408,4.14647686451276,14.1211484450318,0.377583492464518,0.041726678601637,0.000171606903473513,0.510968282910289,0.069846271863312,0.000865826460807322
"Ikbkb",0.460443392986293,0.160222758346769,14.1163733946056,0.497420070283534,0.688953278146154,0.000172042938526743,0.624923316147351,0.752724695152701,0.000867516391078002
"Vars2",10.9166981270754,0.170831420079887,14.1144550381402,0.000953704729315738,0.679375784253403,0.00017221842783453,0.00299912130584858,0.745161700828345,0.000868132347433459
"Naa35",10.785220821589,1.07095285554167,14.1057153219991,0.00102386296071857,0.3007354883078,0.000173020212833,0.00319566968583245,0.386290367991325,0.000871904026093727
"Rerg",54.1523356920023,419.424693316382,14.102935144834,1.88467440229616e-13,8.07098481158582e-93,0.000173276054802997,1.92936133623739e-12,2.04947612758475e-91,0.000872923040553506
"Trp53rka",31.6317119358463,17.7368163279289,14.0998278070605,1.87387069856541e-08,2.54127466351024e-05,0.000173562454250001,1.17946610056261e-07,6.50272471453993e-05,0.000874095318015864
"Ctrb1",1.42181083750774,13.6530749410332,14.0989370585585,0.233111424211215,0.000220123062967744,0.000173644641324098,0.357688032794678,0.000514642788843145,0.000874238733941337
"Utp6",14.131116667684,0.0455502478058914,14.0914577333068,0.000170700236223211,0.830996350108699,0.000174336287714273,0.000619368645788053,0.87023918102807,0.000877449522302169
"Klf6",3.64104611110569,184.300348153691,14.0900299177461,0.0563774146907945,6.65840835248052e-42,0.000174468639243647,0.11386712730141,7.36269787726396e-41,0.000877844216682795
"Pigt",56.0059792867969,10.0462513741452,14.0809878333787,7.34723805335656e-14,0.00152753292429712,0.000175309149392779,7.77574732083776e-13,0.00322193253968954,0.000881800687474124
"Dcaf11",86.2420905918945,45.0381988491216,14.0770955810111,1.65577510641145e-20,1.95352235637793e-11,0.000175672209658615,2.74730391509268e-19,7.76495320995448e-11,0.000883353894536077
"Marveld3",15.6131248665721,23.7597573472065,14.0644197116584,7.78234847817773e-05,1.09485745496478e-06,0.000176859843125214,0.000299818428826743,3.17155984952157e-06,0.000889051163233204
"Izumo1",1.04291482829245,20.4983476249189,14.0453788447883,0.307149632340126,5.98248416779057e-06,0.000178659045395332,0.439978400563252,1.61514172829868e-05,0.000897818240784138
"Fbxw8",38.1369542925801,1.87452206171535,14.0441581673754,6.64721714856653e-10,0.170964413200211,0.000178775016059671,4.87592399852264e-09,0.24110100101021,0.000898123745803478
"Elf4",13.258213640871,21.9492345660878,14.0391639855701,0.000271670974433525,2.80718485049561e-06,0.000179250279431459,0.000951169810895782,7.84152184855278e-06,0.000900233507653766
"Themis3",11.547517671969,0.0260105319763534,14.037298432739,0.000678944053996852,0.871875272764637,0.000179428138113617,0.00219748903696694,0.903400204646381,0.00090084879829591
"Khdc3",3.25602097057449,3.07035861765491,14.0202436654419,0.0711678221774991,0.0797382136497384,0.000181062374577935,0.138347212764531,0.124471702562242,0.000908773441568006
"Dock1",1.76525699874435,261.640590052189,14.0165428993231,0.183976418084441,1.07424094793589e-58,0.000181418967630666,0.298787726593478,1.63568006637535e-57,0.00091028253271404
"Lman2",30.4277193997209,296.952984240227,14.0151399757223,3.48309379934453e-08,2.3986686360481e-66,0.000181554333353742,2.12258771141636e-07,4.1757357635246e-65,0.000910681012018139
"Frmd4a",0.173297459895908,21.3846249818705,14.012117854935,0.677199570978514,3.76742787678467e-06,0.000181846278417846,0.775422845737286,1.03725344300447e-05,0.000911864409675685
"Rev3l",5.57242366287015,13.331569734592,13.9811462784274,0.0182494317271193,0.000261249773047238,0.000184865611098525,0.0426974270838467,0.000605453935611487,0.000926719295303568
"Zbtb34",0.961461938334734,1.96151773025363,13.9704371062746,0.326823719614134,0.161357504020987,0.000185921326633085,0.461700198243296,0.229943625717878,0.000931437806588712
"Olfm4",59.3222377967287,2.97092705222017,13.9707793403767,1.36391726859016e-14,0.0847796479675021,0.000185887495268016,1.51332524750116e-13,0.131249603382826,0.000931437806588712
"Cenpo",3.3402636049672,0.719616516339529,13.9608354919512,0.0676099314925517,0.396273923003858,0.000186873021270103,0.132700693947216,0.481462315797103,0.000935917589911837
"St8sia4",22.618552936048,3.57510131731708,13.9548835227447,1.98135706209806e-06,0.0586578381987575,0.00018746543204948,9.65874480376464e-06,0.0947760206830629,0.000938307145593292
"Cacna2d2",136.07463836619,17.9085310164275,13.955458119333,2.11715900391443e-31,2.32206160210451e-05,0.000187408158954432,6.09929152331243e-30,5.96813464352679e-05,0.000938307145593292
"Krt20",0.000399535491035112,4.9912112848085,13.9535156361252,0.984052721418184,0.0254809176854458,0.000187601847536847,0.989768655164295,0.0445683319542232,0.00093870128261828
"Tnfrsf17",0.227207561775152,0.106244564695131,13.9486594349589,0.63360430631793,0.744462245516337,0.000188086951010478,0.740859970773132,0.79905123443913,0.000940839367423955
"Tmem245",23.5994389497934,147.665548164088,13.9461334919697,1.18992286183682e-06,6.29098820524932e-34,0.000188339775954718,5.98128043486034e-06,5.67618708519086e-33,0.000941814603138233
"Fgf15",29.5614849892037,8.37717107197225,13.9453439439651,5.44320974611515e-08,0.00380133074758527,0.000188418873057387,3.248959480657e-07,0.00760593246200928,0.000941920760674167
"Anxa1",0.22707240549856,657.025480123214,13.9381524734694,0.633705295191416,6.08000834165116e-144,0.000189140858510063,0.740900810934541,2.63904788738816e-142,0.000945239715679551
"Ubxn8",37.0889544303352,10.1859295317952,13.9350514329585,1.13708694738443e-09,0.00141606722095552,0.000189453045880042,8.13912235821298e-09,0.00300027126086062,0.000946509278020089
"Tmem45a",10.473576902163,0.239317211406858,13.9322416969737,0.00121175425380902,0.624701913091777,0.000189736355309702,0.00372708314233738,0.697938982730102,0.00094763383104511
"Ppp4r3b",2.02718072857699,16.8492940415538,13.9307188494858,0.154513437068977,4.05346705204382e-05,0.000189890084358422,0.260326593020571,0.000101567554196609,0.000948110706473016
"Niban3",0.0425270779000826,0.392167227976311,13.9274189161428,0.836619195656786,0.531165362498038,0.000190223638100216,0.892141682894753,0.611787334091463,0.00094948486886146
"Lyplal1",25.3253390396499,2.20669204674051,13.9092968344007,4.86036505237838e-07,0.137419558687854,0.00019206594800569,2.57694338623984e-06,0.200356337940004,0.000957799459463424
"Uckl1",5.40003377972423,24.730974987292,13.909485106266,0.0201404814013663,6.61413971842021e-07,0.000192046715987207,0.0464015025859927,1.95139300700971e-06,0.000957799459463424
"Engase",1.22157804968329,176.585615444157,13.9096177865499,0.269056675718702,3.1734477778403e-40,0.000192033163828102,0.399192472492813,3.38051109161692e-39,0.000957799459463424
"Cox5b",5.4383746567538,47.721400450534,13.9017070844577,0.0197030719021203,4.97351914164795e-12,0.000192842860662435,0.0455617391233603,2.04480856450123e-11,0.000961084887630882
"P2ry4",182.065466965674,138.170852092465,13.9021833553462,2.039153471541e-41,7.38905635625429e-32,0.000192794014984223,8.80405863561616e-40,6.27722705170935e-31,0.000961084887630882
"Pigh",2.43135520089388,6.37436448449195,13.899541818827,0.118936579797981,0.011581218062628,0.00019306508451337,0.211507779894213,0.0215240336155967,0.00096173717200829
"Dus3l",26.5580697019016,3.16414197425275,13.8992805759004,2.567367809771e-07,0.0752782546252172,0.000193091913628008,1.4122692071525e-06,0.118249773261403,0.00096173717200829
"Snapc4",46.8725831165926,1.25061279017384,13.8951208545752,7.66559495506044e-12,0.263441020740799,0.000193519614894835,6.8219184846101e-11,0.347236982314195,0.000963539893102737
"Tysnd1",10.7043222074872,0.168495237650266,13.8946096156143,0.00106960330777169,0.681454431777757,0.000193572246141546,0.00332294873480688,0.746837717886248,0.000963539893102737
"Pgam1",15.8092154279904,47.8312572977305,13.8913847631282,7.01621534715202e-05,4.70275539462045e-12,0.000193904572163797,0.000272495674554029,1.93691167910519e-11,0.00096489902815962
"Mmab",9.83619092371746,55.5349943411903,13.8866525953503,0.00171213914211794,9.33363165091743e-14,0.000194393270182245,0.00509944900571887,4.19330726972076e-13,0.000967035225781294
"Prps1",2.85170951363118,10.6861751989386,13.8790024529154,0.091283274207142,0.00108014436279689,0.000195185937598052,0.17027479420922,0.00232651975562327,0.00097068179232615
"Prdm9",9.72753603312044,52.3077950244575,13.8751020431332,0.00181634169632713,4.81494074728907e-13,0.000195591329994387,0.00537831431528411,2.09273138968289e-12,0.000972400756969648
"Ctsd",84.3291049896316,5.12399713309519,13.8745042820294,4.34935071628757e-20,0.0236016106809356,0.0001956535337183,7.04421707552366e-19,0.0416121552267752,0.000972412997964204
"Inpp4a",1.66027297040712,1.38801929209661,13.8725887828338,0.197572631562049,0.238745671544142,0.000195852997107107,0.316306651316561,0.319761646978031,0.000973107214258969
"Stau1",3.7506527002987,7.89915889390824,13.8675576426376,0.0527927082130849,0.00494776491354918,0.000196377872417296,0.107552418402508,0.00970766266849565,0.000975417341878647
"Mfsd4b4",20.4216742081868,3.4851945484052,13.8253374885014,6.22690668900677e-06,0.0619261243856657,0.000200838724604082,2.84067713500457e-05,0.0995429119717046,0.000997270262471213
"Nol8",3.05652630287418,5.97597895495182,13.8193819856375,0.080419749584671,0.0145055708800369,0.000201476128329248,0.153637589670151,0.02650507153282,0.00100013020457919
"Nod1",36.7565004336991,50.3803046789195,13.8169184787842,1.34831065660668e-09,1.28395643339217e-12,0.000201740387313325,9.56272442596382e-09,5.45807230773684e-12,0.00100113667204238
"Mark1",28.127542915232,46.3775515381362,13.8052213979101,1.14075546911805e-07,9.86621945150021e-12,0.000202999899915288,6.54496890054086e-07,3.98888360685715e-11,0.00100707996675439
"Acta1",39.2734747814005,55.4263130752698,13.7964928151995,3.7150679832886e-10,9.86357260219044e-14,0.000203944931170335,2.79824903118873e-09,4.42772673044274e-13,0.00101145997704435
"Zc3h12a",140.500093237513,143.861284900765,13.7907660630577,2.29447506275079e-32,4.24520789948198e-33,0.000204567365310228,6.89062188125362e-31,3.74724777548093e-32,0.00101423789374188
"Npm1",0.00147483076642176,41.9239495746257,13.7896544535941,0.969366108559106,9.57992381644627e-11,0.000204688406501974,0.9799622476254,3.6569516876242e-10,0.00101452898679435
"Cenpc1",0.0969183967639649,12.4733369664246,13.789012370397,0.755560836451874,0.00041318580102403,0.000204758354681858,0.835026054788644,0.000935646255323892,0.00101456673946928
"Tnfaip8l1",67.8998662124118,98.5074511268041,13.7809620113851,1.76277373936381e-16,3.40770073835955e-23,0.000205637402850221,2.30093569812548e-15,2.25751505568898e-22,0.00101861229646776
"Banp",51.5790258481414,22.345723436513,13.7756636943934,6.97601638143245e-13,2.28359370563126e-06,0.000206218019203968,6.78307160337969e-12,6.42413666549603e-06,0.00102117757790781
"Tyms",15.4300757433397,36.1815417888199,13.7738008601436,8.57335156222007e-05,1.81051205506109e-09,0.000206422550210459,0.000328040534504598,6.34849304615024e-09,0.00102187951635512
"Arhgef18",2.85666652683651,0.16873895458397,13.7649066207029,0.0910023344167119,0.681236797485786,0.000207401919736194,0.169867545562021,0.746699754388965,0.00102641564230649
"Rbm12b1",3.4982121975361,19.6488023872578,13.7622256752234,0.0614411475029457,9.32659368867986e-06,0.000207698043386116,0.122558524253119,2.47730035036948e-05,0.00102756870887411
"Podxl",0.00784688289427038,6.37766721973209,13.7588822032451,0.929413977086333,0.0115596884956628,0.000208067943333335,0.955029813657401,0.0214889275518392,0.0010290859658574
"Pacs1",5.51341633740337,11.6375313052598,13.7567661900407,0.0188751541023776,0.000646871348072393,0.00020830238813117,0.0439403437248856,0.00143585502967058,0.00102993255516739
