"gene","Genotype.statistic","Diet.statistic","Genotype:Diet.statistic","Genotype.p.value","Diet.p.value","Genotype:Diet.p.value","Genotype.p.adj","Diet.p.adj","Genotype:Diet.p.adj"
"Reg3g",1242.01141190122,13236.7583202059,1322.14668710012,1.15672938207319e-268,0,1.25297955679217e-285,9.41404207600269e-266,0,2.03947482459061e-281
"Reg3b",1424.41227025601,14284.0483055186,1174.53010358979,3.07803658182866e-307,0,2.35237433403454e-254,3.13132509015157e-304,0,1.91447985175401e-250
"Mt1",17108.2078429481,0.0294737346383764,1150.68448783319,0,0.863690486723855,2.70637711998e-249,0,0.896940647707071,1.46839001273048e-245
"Fth1",1942.02132134114,991.740334021836,1015.07223822429,0,1.70149778815031e-215,1.8295494552077e-220,0,1.2309013110099e-213,7.44489412060395e-217
"Mkrn1",505.719425820165,1001.92090979841,882.70549873244,2.02113411583307e-111,1.15503014390624e-217,3.03680764814918e-192,3.82534883760639e-109,8.50697993319545e-216,9.88602361778485e-189
"Sycn",528.937241458524,461.779395688678,841.914826948292,2.03060528462678e-116,5.91679215051712e-102,1.566799067294e-183,4.13152027723377e-114,1.64347484358306e-100,4.25046473639075e-180
"B2m",3914.86002694973,2232.69415486374,786.862099849875,0,0,9.249859011829e-172,0,0,2.15085650193629e-168
"Itprid2",63.9633882708058,904.582544702189,745.397394586759,1.29542833682193e-15,6.49825577630019e-197,6.93923233430366e-163,1.56654435649707e-14,4.13172301839212e-195,1.41187355881826e-159
"Mtdh",215.979206693577,699.372611685195,727.676146637176,8.68479060108251e-49,5.03597570036995e-153,4.33389852637431e-159,4.71207788712733e-47,2.34872711962526e-151,7.8380962570883e-156
"Dmbt1",554.074671779473,2151.0766052333,718.051992903815,7.93536386494989e-122,0,4.99830512322521e-157,1.69952523197091e-119,0,8.13574124907368e-154
"mt-Nd4l",2.51108043930568,30.4245264328701,603.890052009549,0.113054935334988,3.48882795935924e-08,1.55511654750196e-132,0.203163519528571,1.12139914483591e-07,2.30114836760812e-129
"Atp6v0a1",163.565772319152,1271.98351408603,550.45565457173,2.1638981257346e-37,5.18314766713134e-275,4.76389174689504e-121,8.09695857300738e-36,5.17583402318386e-273,6.46182216368422e-118
"Cd63",18.8271396408497,520.549943542701,487.206056556735,1.43405704857609e-05,1.29655005486889e-114,1.96284469176158e-107,6.17644056814021e-05,4.12186430529315e-113,2.45763254213871e-104
"Tpt1",137.761525169602,246.125937107046,480.268584443668,9.07515236847796e-32,2.48649142599193e-55,6.13057598005538e-106,2.65676717808841e-30,3.53781651581037e-54,7.12767037338295e-103
"Casp14",845.054377867768,3412.30264509612,460.659924229912,3.34313724826012e-184,0,1.03133917322298e-101,1.47070932405216e-181,0,1.1191405148367e-98
"Rsrp1",0.947838420920076,25.5452368410732,446.374739990018,0.330274985476489,4.33702824981855e-07,1.23976330893891e-98,0.465243265997474,1.29529924444581e-06,1.26122671122492e-95
"Slc15a2",10.6064444676883,4.29753761722745,431.25201347249,0.00112771715016636,0.0381728760598118,2.2650268295085e-95,0.00349036928185164,0.0645145783018956,2.16869657081823e-92
"Rnase4",1428.70538640059,2634.75055024319,423.820209755179,3.82026627136337e-308,0,9.08786608508009e-94,4.14549827326544e-305,0,7.78543138246572e-91
"Lgals2",1123.97480207841,429.406743207076,423.85298018814,1.27094815306476e-243,5.66442599441531e-95,8.94110348980222e-94,8.27488923497404e-241,1.47519779057757e-93,7.78543138246572e-91
"Rnf213",200.733469736709,199.693020269044,407.200423472332,1.78162576772627e-45,2.99867375865724e-45,3.5095666732218e-90,8.78773412766075e-44,3.60217068410804e-44,2.85626083700156e-87
"App",28.0345596032299,177.629109739328,403.727019017351,1.19686901719223e-07,1.88150312630591e-40,1.97270865188055e-89,6.84279486927921e-07,2.01084874503488e-39,1.52903708222189e-86
"Sema4g",142.9107848972,1225.47338344546,401.664687135171,6.84074697991745e-33,3.69812479063239e-265,5.49913750265831e-89,2.09298568782174e-31,3.4996730940188e-263,4.06861186958042e-86
"Muc3a",188.923185149397,3060.87669571138,398.371472521454,6.5778988026348e-43,0,2.82689106576468e-88,2.99073907291862e-41,0,2.00057851641094e-85
"Atp2a3",97.3481545774538,7.4927155082746,381.09338832146,6.11232775493897e-23,0.0061971686022462,1.52309922549794e-84,1.15956129215783e-21,0.0120127799617437,1.03297858722625e-81
"Tmsb4x",400.329155280587,4485.58557166482,379.727131391712,1.06814993220337e-88,0,3.00512895744637e-84,1.32719667530338e-86,0,1.95657936161418e-81
"Aldoa",50.3340985180111,15.8332828214657,378.571988700416,1.31451399537266e-12,6.92756726729928e-05,5.33829214513046e-84,1.25198035709075e-11,0.00017007543349899,3.34197620178033e-81
"Fdft1",9.65809003410167,60.0213971562363,376.172951752877,0.00188628671496835,9.56515920585668e-15,1.76067235478909e-83,0.00556921619073821,4.4945755309968e-14,1.06142458958897e-80
"mt-Atp6",12.0077343945634,8.43643172892916,374.749734316937,0.000530261071119329,0.00367943562938451,3.57404172156806e-83,0.00175285529135039,0.00737682700315533,2.07766703935583e-80
"mt-Co3",25.0088822066622,77.1694986862072,351.527084243185,5.72659893676408e-07,1.61922349045587e-18,3.73293949439177e-78,3.00877504498738e-06,8.98912031178384e-18,2.09520883276603e-75
"Aim2",104.501890886855,713.817242819546,348.757318006369,1.6632222410697e-24,4.03872634410651e-156,1.48208692874593e-77,3.45309546146575e-23,1.93348084420652e-154,8.04130964639919e-75
"Ceacam1",52.98166143956,9.08463590570167,346.905177415181,3.41776280699599e-13,0.00257899218889176,3.72676883065585e-77,3.40667025165179e-12,0.00527829194751554,1.95679407279307e-74
"Txnip",3.9795990559693,9.47407392134357,344.862324898113,0.0460601223506933,0.00208512537881603,1.0305059960491e-76,0.0956764435301474,0.00432296341752497,5.24173315552849e-74
"Lgals4",688.535402986811,541.644487731286,341.307310186845,1.06028131024906e-150,3.74444994407483e-119,6.05061586008932e-76,2.92511845541083e-148,1.25150742792004e-117,2.98442043499011e-73
"Shoc2",752.085934140393,126.879424844482,339.841368104271,2.56528656237994e-164,2.14777100571612e-29,1.25551862689061e-75,7.87833384450156e-162,1.70449871575043e-28,6.0106107911466e-73
"mt-Co2",5.56705844412528,31.6485259075408,338.936087923673,0.0183054292274311,1.85772715470498e-08,1.97063023298121e-75,0.0428161332856583,6.08537430008714e-08,9.16455665778147e-73
"Mrfap1",154.916157313581,88.051412800424,338.739759248861,1.65551269835481e-35,6.64378824459693e-21,2.17302729458717e-75,5.73335748747262e-34,4.05174002462736e-20,9.82510146499871e-73
"Trir",20.1725388165335,587.166183413614,324.949551884155,7.0924895587618e-06,6.09769527923892e-129,2.08971992661614e-72,3.20234265042901e-05,2.34638737730903e-127,9.19307330960294e-70
"Mapk6",6.43280967234731,23.2174534925974,321.243995727277,0.0112062378799687,1.45115824022355e-06,1.32392060680974e-71,0.0277125393455257,4.15415101584924e-06,5.67090939922163e-69
"Ywhah",3.34217762760164,45.3471322993312,317.348490146929,0.0675313399956146,1.66868096806545e-11,9.22213836552727e-71,0.132578412870416,6.66367029371965e-11,3.84894220963301e-68
"Plac8",1.72654965770733,2.13387747187848,313.912559790161,0.188858366572391,0.144082387109806,5.11015311083915e-70,0.305237576476894,0.208817470838421,2.07944905462822e-67
"Hnrnpf",1.3440294474087,33.3612999834571,310.915727707595,0.246330334898769,7.69991048798925e-09,2.27546635359706e-69,0.373534456972914,2.59109867713461e-08,9.03360142378032e-67
"Ppif",1.52013276772011,17.5030973124783,301.488806654399,0.217605391314675,2.87345129104423e-05,2.49937353044978e-67,0.339333488640445,7.30570404018177e-05,9.68626260836454e-65
"Zscan25",178.824095496452,230.687450082088,299.09730694332,1.03403313907117e-40,5.56494207730391e-52,8.23462370625845e-67,4.39450584978103e-39,7.47364374523727e-51,3.11709232713416e-64
"Tcf3",814.03674602798,487.376612898829,293.875497801914,1.42563894410673e-177,1.80361710133942e-107,1.11279963358028e-65,5.15669446516118e-175,5.32803549156112e-106,4.11659991722415e-63
"Scd2",7.80763082522818,3566.33477333864,292.905364743348,0.00520465235585357,0,1.80517041376991e-65,0.01400498039283,0,6.52950196109618e-63
"Dap",101.590723497995,3.77272839014513,287.985446537485,7.20721482914707e-24,0.0521003855313716,2.09953532169185e-64,1.43237894717982e-22,0.0852727979179624,7.42916009373439e-62
"Vsig2",3536.58881892255,1898.49654435563,281.576268421433,0,0,5.13501855432463e-63,0,0,1.77835525550515e-60
"Eef1a1",46.8810250542939,42.6510522979994,280.384389588487,7.63267805400938e-12,6.60753898880169e-11,9.30616265307591e-63,6.79634030006076e-11,2.54317597826259e-10,3.09135529600238e-60
"Cma1",504.829480613842,1737.35662480467,280.416110999739,3.14213310206579e-111,0,9.1600500931456e-63,5.87867821865803e-109,0,3.09135529600238e-60
"Selenop",87.9192640962264,231.860390825091,274.678452159053,7.10195572957632e-21,3.0965950284765e-52,1.60377004395107e-61,1.20164795644817e-19,4.18979861001763e-51,5.22091300107833e-59
"Hint1",39.4956435829671,252.960637559595,273.941231955138,3.31584500636942e-10,8.18829154652434e-57,2.31686815383002e-61,2.51032600784535e-09,1.2018108341098e-55,7.39444371370416e-59
"B4galnt1",327.00974673265,5171.67397135067,272.326516205242,7.48791043431843e-73,0,5.18599352592615e-61,6.96461246510864e-71,0,1.62331570425962e-58
"Tkt",56.6063749344801,63.4740111034146,270.947362191235,5.41582146352468e-14,1.66018880211699e-15,1.03211558104148e-60,5.78433897387082e-13,8.0761784614639e-15,3.16976326653059e-58
"Ide",342.172670945305,35.3013237230433,269.39161311876,3.93245363368086e-76,2.84365609181117e-09,2.24343736789337e-60,3.78748803523215e-74,9.85441562836074e-09,6.76230185874082e-58
"St3gal6",10.4106631881908,1108.58306868232,266.847870943985,0.00125373022976119,2.36575601743909e-240,7.98492819239848e-60,0.00384746737364686,1.98491807710598e-238,2.36310320341218e-57
"Ndufa6",19.8281117448696,1.83583974422816,265.69574814448,8.49166548855283e-06,0.175445662707835,1.41908982219238e-59,3.78681751115546e-05,0.246523571468874,4.12473661354025e-57
"Ifngr2",172.13395598265,46.1061039669,264.433875157631,2.9524969505903e-39,1.13308401095075e-11,2.66409700243662e-59,1.1895493283356e-37,4.5662808730491e-11,7.60763279099315e-57
"Hgfac",21.6062726699556,279.640714410649,262.421674402468,3.35636868919588e-06,1.34864626289813e-62,7.27387433387529e-59,1.59090312038559e-05,2.19738891103031e-61,2.04132504366359e-56
"Msmo1",24.9434634959695,974.567537638207,261.495040948464,5.92413561815774e-07,7.75036366381937e-212,1.15519863213798e-58,3.1045446058195e-06,5.43761505844776e-210,3.18697765005252e-56
"Naaladl1",969.714838130072,581.762304437252,259.406842356272,8.38268398946578e-211,8.84256409761294e-128,3.27638268068304e-58,4.70499818263912e-208,3.37073573341559e-126,8.88828014891297e-56
"Krt18",125.972552921731,399.477639757247,258.934015702516,3.38789146744328e-29,1.63108811916476e-88,4.14869760375461e-58,8.79500947616815e-28,3.98636956691364e-87,1.10702214584121e-55
"Gabarap",67.5460372164768,10.1622241711364,257.408819729988,2.1087440352031e-16,0.00143438715142773,8.88408712107181e-58,2.73498220406381e-15,0.00303727327485223,2.33235945273687e-55
"Lgals9",4.92051732749251,92.3475508195244,254.001272800086,0.0265441924414792,7.60587327814026e-22,4.8698957190934e-57,0.05921060989036,4.79476372379121e-21,1.25821099396323e-54
"Car2",903.986552330564,179.707715430407,253.345169282266,8.70926067637961e-197,6.64220312552968e-41,6.75775156906569e-57,4.2957768493767e-194,7.17896017757281e-40,1.71868628577628e-54
"Bag1",154.330048924163,425.659946964421,252.148291966484,2.22131006000182e-35,3.64347320605277e-94,1.22847287431226e-56,7.61184502034728e-34,9.41346244046365e-93,3.07628507310472e-54
"Lrg1",1086.70623176275,198.080433411711,251.906437057389,1.05520565908031e-235,6.72049179439237e-45,1.38617259238318e-56,6.3613268566112e-233,8.00215398224759e-44,3.41859564942742e-54
"Usp18",256.189694823163,8.5304520322157,249.62525172872,1.63291176162838e-57,0.00349414140809553,4.33078618008884e-56,1.1262247772892e-55,0.00702980954114155,1.05212248736278e-53
"S100a6",50.1046473987058,1700.46046167668,249.213331230848,1.47738366063519e-12,0,5.3199737907666e-56,1.40217923289557e-11,0,1.27342960871041e-53
"Crebzf",66.5557141719196,1.30212945807696,243.411640899977,3.48245783276993e-16,0.253830265958581,9.64716271575249e-55,4.40777341710701e-15,0.336536269438383,2.27575170325077e-52
"Arpc2",0.0187340314144946,10.3596481749641,242.995762818125,0.891132289306497,0.0012888459118811,1.18746636033187e-54,0.929070809571604,0.00274696149112069,2.76119856387455e-52
"Cystm1",268.592209867625,318.430096337078,235.941690396663,3.34333377391508e-60,5.37981110711314e-71,4.02870011592477e-53,2.46241827321338e-58,9.95081652164552e-70,9.23593687139542e-51
"Chmp4b",1.42763713672567,0.468402370953445,235.748801476629,0.232156301628734,0.493726349359186,4.4363149951994e-53,0.356586322269673,0.576291415454964,1.00291526634529e-50
"Gfi1",113.182524739829,99.1570190237436,230.866006396253,2.10484688487331e-26,2.45640666084307e-23,5.08986023944437e-52,4.80513222231176e-25,1.63462515202546e-22,1.13489938517036e-49
"Eif1",46.6523080570616,203.37714127236,230.194563988759,8.57657755239098e-12,4.74608301270103e-46,7.1193543421546e-52,7.58700830544935e-11,5.81279106077763e-45,1.56596933280068e-49
"Mapk3",20.2341516089954,240.892630606776,228.034985576901,6.86778586993528e-06,3.3954855067287e-54,2.09506352403072e-51,3.10864712472015e-05,4.73187650625197e-53,4.54684653075307e-49
"H2-Q7",3006.58236730007,2535.47344153977,227.482032541582,0,0,2.76202238549486e-51,0,0,5.91545241693418e-49
"mt-Atp8",10.4976540290714,192.828284000899,223.26797695289,0.00119606884558692,9.31230309212525e-44,2.27019125535823e-50,0.00368301411267844,1.07960368540258e-42,4.79894844980076e-48
"Cox5a",45.3277510070863,269.442701403271,222.169487559304,1.68526035683709e-11,2.1869609856384e-60,3.93151920365696e-50,1.45445296013983e-10,3.40642717351542e-59,8.2042741125544e-48
"Sprr2a3",93.0664142256474,1335.77353040954,221.066974091938,5.29300435418499e-22,1.64373164553858e-288,6.82248642104545e-50,9.45193487641125e-21,1.78366799962877e-286,1.40569128449819e-47
"Impa1",0.577715097904869,94.1954263992928,220.773832641443,0.447213028324798,2.99539122773441e-22,7.89937194120561e-50,0.579690034337586,1.91726240715033e-21,1.60722596358755e-47
"Gna14",10.9743957042588,41.5437482669701,220.09256362236,0.000924470667576023,1.16343478910376e-10,1.110502705908e-49,0.00291846568195014,4.41736133945462e-10,2.2315620424771e-47
"Pdlim1",4.32941911811252,3.64610073567405,219.919234208527,0.0374642735293519,0.0562065490710043,1.21103329803824e-49,0.0800585506416255,0.0912228536472965,2.40390109660591e-47
"Wfdc2",183.724380746123,1546.25983401955,219.467415004596,8.88456852038007e-42,0,1.51797498026022e-49,3.90848977854666e-40,0,2.97687695827658e-47
"Atp8a1",76.568546409259,4340.19576231617,216.774477815618,2.19405945328421e-18,0,5.8351191027199e-49,3.26143431242986e-17,0,1.13069325755919e-46
"Lgals3",127.899352627119,160.97945810341,216.583527813075,1.28643300393154e-29,7.91369060244915e-37,6.4197477122622e-49,3.4214493472212e-28,7.80673587491302e-36,1.22934392367638e-46
"Atoh1",2392.66445616922,222.116727103451,215.23259959653,0,4.0366000962984e-50,1.26155377096478e-48,0,5.27740881666257e-49,2.38771054999928e-46
"Mptx1",0.259204203852123,8116.58662977844,214.105205369841,0.610669726263022,0,2.21697206586292e-48,0.721587741153046,0,4.14777635816675e-46
"Ndufb6",47.8123788472063,128.639453169038,214.069604692519,4.74821227177937e-12,8.86891321230428e-30,2.25679642108425e-48,4.28655857724641e-11,7.09731073533318e-29,4.17430401658959e-46
"Ctsb",213.483831641144,145.341187729926,213.534745913445,3.02495523588843e-48,2.01982341515074e-33,2.94890334689157e-48,1.61433430736249e-46,1.79850468973788e-32,5.39317975026451e-46
"Serpinb6a",44.0293664462098,23.5721407673222,211.960073065235,3.26886803371892e-11,1.2069159611054e-06,6.48164615336169e-48,2.7370043716483e-10,3.48006573939993e-06,1.17224171598076e-45
"St6galnac2",416.784984623492,52.7165910553631,211.534665296974,2.99623026707395e-92,3.91100701456556e-13,8.01843044286086e-48,4.06413667143022e-90,1.70852016038872e-12,1.43424167382908e-45
"Hoxd13",490.816258370966,2393.01988618987,210.420852110121,3.27492867334419e-108,0,1.39968995292295e-47,5.6708525548961e-106,0,2.4763862351877e-45
"Eif3h",66.7220631746187,94.2084734861555,210.106975962975,3.20101095717254e-16,2.97575045583331e-22,1.63762360020141e-47,4.08009830461217e-15,1.90694055785822e-21,2.8661934774708e-45
"mt-Nd1",2.26879211669812,72.416822139519,208.05499952995,0.132009274688757,1.791348013493e-17,4.57067667884062e-47,0.229220713047675,9.50693564252546e-17,7.91456428739242e-45
"Srsf11",0.78211148381597,4.17603429139274,207.566258273639,0.376500543284152,0.0410049335845254,5.83659121164576e-47,0.509869444640112,0.0687527311556102,1.00002310686272e-44
"Atp1b1",1092.92162926295,799.582495387134,206.264634884842,5.03725975240569e-237,1.75817052496648e-174,1.11930184967028e-46,3.15351834576567e-234,9.73392572614945e-173,1.8977996049045e-44
"Dsp",18.7858260930954,474.894141475134,205.980874516868,1.46544681910606e-05,8.82170548071975e-105,1.29002617516871e-46,6.30366751442637e-05,2.52800880474781e-103,2.16471711888878e-44
"Cacng6",226.93757040662,1154.59926317125,203.552972281615,3.62590670563758e-51,3.9935718671842e-250,4.34639195401701e-46,2.10781726598796e-49,3.53279180881289e-248,7.21900222811581e-44
"Chp1",87.7566384902492,345.520448261135,203.374282998568,7.70939535760988e-21,7.4258167821417e-77,4.75287517825903e-46,1.30037127705509e-19,1.52037760708076e-75,7.81439891682042e-44
"Hoxb13",401.816879651639,10166.50903395,203.350203975852,5.0984396858778e-89,0,4.81048184746409e-46,6.43312424550643e-87,0,7.8300213031173e-44
"Mmp15",54.6875381729169,66.4131364170259,203.27200054437,1.43578047666811e-13,3.74330954805701e-16,5.00243637487815e-46,1.48570876152109e-12,1.87591901212204e-15,8.06184721523679e-44
"Gdi1",18.7594090784685,0.459654949295467,202.014289064469,1.485879094193e-05,0.497788518480631,9.38599931666909e-46,6.38480834640427e-05,0.580117685638235,1.49780304781787e-43
"Pcbp1",32.1685167431092,154.343823636963,199.166230877029,1.42166944684819e-08,2.20601507210704e-35,3.9031592367606e-45,9.06404762489149e-08,2.07796917411379e-34,6.16812843657789e-43
"Acsl5",0.00453878283918034,58.2582073325492,197.303311297195,0.946287040160078,2.34078133210438e-14,9.91530728340741e-45,0.964961417910386,1.084568680406e-13,1.55184092934637e-42
"Smpdl3a",75.0964082987469,234.485112883005,196.903578890578,4.61874036554021e-18,8.34168842373303e-53,1.21112544795115e-44,6.73045988629347e-17,1.13431631138766e-51,1.8774751348858e-42
"Tmbim6",104.704953893309,40.8781896826431,195.456294999524,1.50154336369564e-24,1.63491335891068e-10,2.49904241334985e-44,3.12140757737853e-23,6.14300201823388e-10,3.83744465680146e-42
"Pabpn1",17.8996425010139,4.62684956137723,194.403087784983,2.33292778385276e-05,0.0314802435316606,4.23364095832101e-44,9.77427684369921e-05,0.0540225539235466,6.44027793257861e-42
"Apobec2",439.106346936555,963.78132054532,193.799014124974,4.57993510661774e-97,1.54134843911009e-209,5.72834649755777e-44,6.77705488458335e-95,1.07215933946132e-207,8.63336073525443e-42
"Vmp1",65.4935948142525,4.77746162038078,193.774885473824,5.96482699509931e-16,0.0288393698253221,5.79795060917929e-44,7.41141137398713e-15,0.0498850608551295,8.65809560234966e-42
"Sulf2",31.5330380007642,100.766637466816,193.734665700609,1.97148292973251e-08,1.09162570398102e-23,5.91585800394667e-44,1.23612587239045e-07,7.3575120429396e-23,8.75385643002181e-42
"Slpi",393.715381551955,2438.21294068067,193.505152106549,2.86206374060912e-87,0,6.6360733520408e-44,3.3039582628294e-85,0,9.73111404965478e-42
"Ica1",23.4804464703665,30.2752033644664,193.362443668881,1.26579772841706e-06,3.76782787368944e-08,7.12745540498134e-44,6.34145571728057e-06,1.20940513311069e-07,1.03583563952573e-41
"Galnt12",240.797040387334,362.584393030554,192.986023035461,3.56156852776223e-54,1.52031140358722e-80,8.60528845670233e-44,2.25570626172707e-52,3.29508771187605e-79,1.2395423027411e-41
"Irf7",231.318435262391,16.1703064308456,192.812749287972,4.05984589867471e-52,5.79822807486634e-05,9.38500016513389e-44,2.42948940046795e-50,0.000143387660854754,1.33999690954285e-41
"Chka",10.6520443913268,0.16031969252086,192.09281804202,0.00110025548928,0.688864121474426,1.34569622921212e-43,0.00341121116171629,0.752677807963968,1.9046867411205e-41
"Rtp4",144.168495679926,71.2021859898456,190.647780639034,3.63857464491453e-33,3.31219490229874e-17,2.77404541581993e-43,1.13241069780638e-31,1.73296677675077e-16,3.89251183045698e-41
"Ethe1",1070.82902731298,994.045972753979,189.942271423444,2.50596725539606e-232,5.49212119922944e-216,3.94917696861243e-43,1.45677246486006e-229,4.02681336756116e-214,5.49408149727389e-41
"Srebf2",88.9282796810204,148.996416150323,189.534951241581,4.26827416909719e-21,3.22619522601683e-34,4.8424951560148e-43,7.29010479017786e-20,2.9369563587179e-33,6.67977064868244e-41
"Vps53",88.6757244088452,24.8866266285403,188.687748564211,4.84838170065521e-21,6.10129739976548e-07,7.40082019582819e-43,8.27223364167346e-20,1.8043389857555e-06,1.01229538090332e-40
"Bsg",134.865910099334,22.4612491751411,188.605528593458,3.88505640359759e-31,2.1503444598443e-06,7.71183390178148e-43,1.09977501011057e-29,6.06080636759924e-06,1.04604600349414e-40
"Tpi1",5.87869200349116,45.4236082070105,188.309896156214,0.0153288389041262,1.60483862804466e-11,8.94211437687435e-43,0.036600779058598,6.41501924083571e-11,1.20289913811887e-40
"Bace2",254.791735617293,725.071141906569,186.875421050687,3.28174162861511e-57,1.56656725444353e-158,1.83386191725106e-42,2.24440791970455e-55,7.63443568879562e-157,2.44670249402422e-40
"Rnf31",594.510734250071,59.372263743246,186.058690792119,1.61025403523263e-130,1.32972313193358e-14,2.76041381333845e-42,3.8544271958061e-128,6.21594009720935e-14,3.65294761298455e-40
"Srsf1",51.2903428316841,12.4623077236434,185.825773865037,8.07982194000706e-13,0.000415632037161352,3.10188719020784e-42,7.8236324638605e-12,0.000940531442913295,4.0717272415333e-40
"Suclg2",5.73648664732173,36.3377106545568,185.472241073897,0.0166197743826205,1.67119164146764e-09,3.70261800780143e-42,0.0393369300023142,5.86755529511836e-09,4.82140106503871e-40
"Cib1",34.3996236137292,229.330642330186,183.818015139564,4.51719140011512e-09,1.09637236617305e-51,8.47757724277299e-42,3.02328636594054e-08,1.46516034517231e-50,1.09515495857632e-39
"Isg15",95.6041270780544,131.922674712872,183.298625480553,1.47232686358966e-22,1.70398184961872e-30,1.09960126688356e-41,2.72640095092706e-21,1.39375440031376e-29,1.40930785992627e-39
"Erbin",8.6101731774802,71.6844616866841,181.553388993123,0.0033444743512775,2.59489715177261e-17,2.63531687510629e-41,0.00940207409598339,1.365571967003e-16,3.35117599813321e-39
"Btg1",124.578758934179,28.2177635104067,181.52963169996,6.82620319679611e-29,1.08883019766385e-07,2.66686112453683e-41,1.7442717336617e-27,3.38740235614955e-07,3.36499988558806e-39
"Actr2",222.642970849959,42.6949074537144,180.564091548719,3.1028374735645e-50,6.46117552978264e-11,4.32538407684201e-41,1.75975211000729e-48,2.48919654670466e-10,5.41571358605826e-39
"Gpi1",36.8786307365019,5.99005022395593,178.799531184337,1.26649876152741e-09,0.0143903209494094,1.04683513624536e-40,9.01784791836467e-09,0.0263092501509082,1.30071263455463e-38
"Plet1",1531.08907396638,4320.2273446945,177.913523635809,0,0,1.63165726646041e-40,0,0,2.01200646410425e-38
"Capzb",4.89944024824995,0.502323960605316,177.838622793997,0.0268700480684785,0.478484183833441,1.69404129906208e-40,0.0598472594978961,0.56156082343766,2.07322633269424e-38
"Rassf6",42.405012938655,492.92125717922,177.439753266149,7.49241184807581e-11,1.15289500740377e-108,2.06871717286046e-40,6.03135448324085e-10,3.4687009307784e-107,2.51287383751118e-38
"Ythdc1",1.57401484619073,0.907544473308006,176.992134647241,0.209630976111422,0.340771540443989,2.58872612542991e-40,0.330188058657404,0.429014489862089,3.12123667730538e-38
"Ghitm",73.8448496468215,231.448355119538,173.46610930828,8.69821965048333e-18,3.80462391276706e-52,1.51459303346965e-39,1.2419379057098e-16,5.13498038375701e-51,1.81272285336658e-37
"Eif3f",105.790405172727,4.79504848209051e-05,173.411282256002,8.69265797715413e-25,0.994475018240326,1.55677774411884e-39,1.83040613058393e-23,0.995637216871558,1.84961104678995e-37
"Ldha",0.983240487986699,0.0790381205422858,172.886198513932,0.321405046658393,0.778606378058016,2.02530015307639e-39,0.456103744067887,0.827676072077476,2.38882685446553e-37
"Sytl1",5.76878942354803,523.136251166877,172.861560057199,0.0163170134158234,3.5984052207433e-115,2.05045865090516e-39,0.0386991151638289,1.16212781305632e-113,2.40110183171102e-37
"Srsf6",50.4105980628071,129.552763391897,172.058899684176,1.26430932508598e-12,5.60487566323131e-30,3.06565496828722e-39,1.20769735237233e-11,4.51636441437703e-29,3.56426185134365e-37
"Gpr20",24.4475849520739,659.469676296978,171.774967076257,7.66142525414558e-07,1.81753395611349e-144,3.53438233416284e-39,3.95763309621477e-06,7.93136734682552e-143,4.08008093994103e-37
"Arhgef38",10.7101069291302,22.3514926283227,171.080272815164,0.00106626505486133,2.27674704116897e-06,5.0060929611787e-39,0.00331593356858575,6.40709052370459e-06,5.73832219219054e-37
"Cmpk1",159.551934286227,4.79320756236322,170.607064305727,1.61898641485937e-36,0.0285769299953201,6.34579266182168e-39,5.83014200766945e-35,0.0494626424429843,7.22310959136164e-37
"Ly6a",175.451206207932,712.297071325424,170.195538217941,5.60210795258149e-40,8.55081426226516e-156,7.79921154514645e-39,2.30266442283255e-38,4.0815719573868e-154,8.81581710557977e-37
"Zg16",440.743861896422,800.443917742906,169.663078193418,2.03087503401758e-97,1.15031785851487e-174,1.01844746162211e-38,3.03271127786277e-95,6.39034941400905e-173,1.1432599539878e-36
"Gsdmc2",889.380096810545,479.267229297202,169.251730436574,1.14156790774602e-193,1.00752379826879e-105,1.25161057520587e-38,5.46508848070056e-191,2.92847586864662e-104,1.39537433785109e-36
"Lamp1",53.2463714696974,168.948728834295,168.978792677057,2.98730945798929e-13,1.45686517561892e-38,1.43507875634096e-38,2.98859471712917e-12,1.49800344052742e-37,1.58903244333074e-36
"Guk1",24.8718170255774,938.591940276111,168.817288500383,6.14832535251955e-07,3.6132900424316e-204,1.5560677008626e-38,3.21375374961338e-06,2.43031082729996e-202,1.7113590518203e-36
"Oasl2",135.219051555945,379.741543741883,167.950043654779,3.25363518764917e-31,2.98366281097446e-84,2.40323918396936e-38,9.25863985128769e-30,6.89844880315784e-83,2.62533719446102e-36
"Pik3c2b",180.199206556364,306.071625412452,166.404885541327,5.19274640680707e-41,2.54482454374657e-68,5.21369464935707e-38,2.22427192798944e-39,4.5518801207212e-67,5.657553853839e-36
"Atp6v0c",60.6624561934875,19.1974691686357,165.82948941035,6.90920491752444e-15,1.18117096946667e-05,6.95672229531929e-38,7.83155490546973e-14,3.10747048165654e-05,7.49897806628557e-36
"Calm1",0.670815334988122,0.392619796307054,165.200400436244,0.412771521492752,0.530928485705636,9.5357937779227e-38,0.545923625200091,0.611586455684582,1.02114549554768e-35
"Fastk",23.3210955627136,93.7390289702094,165.111149149966,1.37506314761445e-06,3.77049394396883e-22,9.97211269618172e-38,6.8614049214348e-06,2.40581457961508e-21,1.06088940101797e-35
"Pcyt2",69.1844680449731,280.862586081077,164.874904976512,9.19793122162922e-17,7.33102853914307e-63,1.12258402747533e-37,1.22616483615445e-15,1.2028946726979e-61,1.18651300098805e-35
